fid,ogc_fid,sa2_main16,sa2_5dig16,sa2_name16,sa3_code16,sa3_name16,sa4_code16,sa4_name16,gcc_code16,gcc_name16,ste_code16,ste_name16,areasqkm16,Long,Lat,EJD_Total,EJD_AgriFor,EJD_Mining,EJD_Manufacturing,EJD_Util,EJD_Constr,EJD_Wholesale,EJD_Retail,EJD_AccoFood,EJD_Logistic,EJD_IT,EJD_Fin,EJD_RealEst,EJD_ProfServ,EJD_Admin,EJD_GovDef,EJD_Edu,EJD_Health,EJD_Arts,EJD_Other,EMP_Total_2016,EMP_Total_2021,ERP_2014,ERP_2015,ERP_2016,ERP_2017,ERP_2018,ERP_2019,ERP_2020,EJD_Total_Level
1208,2129,701021028,71028,Wagaman,70102,Darwin Suburbs,701,Darwin,7GDAR,Greater Darwin,7,Northern Territory,0.8378,130.8853802,-12.38074203,11519.69626,128.3165907,113.0132177,387.1115004,129.9358798,831.2930922,215.7952198,1167.039458,831.4266677,497.414011,136.3441886,232.2882274,183.5549817,673.2286549,332.0692801,1503.761646,1385.839935,1658.835941,218.8119427,389.5155293,0,0,2353,2361,2345,2323,2232,2243,2198,Lv 2
1209,2130,701021029,71029,Wanguri,70102,Darwin Suburbs,701,Darwin,7GDAR,Greater Darwin,7,Northern Territory,0.8855,130.8881452,-12.37128785,11133.33523,127.6133282,112.3075236,389.4075376,129.91531,835.2106702,212.7553155,1067.141155,771.1599625,486.5674701,130.7378688,221.0736725,175.9951701,659.9897984,317.2756545,1434.277664,1284.119097,1718.777496,203.403714,369.1375869,0,0,2043,2010,2002,1993,1967,1916,1878,Lv 2
1210,2131,701021030,71030,Wulagi,70102,Darwin Suburbs,701,Darwin,7GDAR,Greater Darwin,7,Northern Territory,1.2629,130.8954305,-12.38344984,10410.59141,127.8199703,113.1474963,393.4101237,131.7875486,839.52984,214.1227093,1003.642382,723.581645,499.0118159,122.9028304,211.8185742,172.3237401,630.6965709,299.5361275,1337.819666,1176.815093,1383.171727,197.9297645,369.5085741,0,0,2719,2648,2595,2536,2497,2438,2408,Lv 2
1211,2135,701031034,71034,Virginia,70103,Litchfield,701,Darwin,7GDAR,Greater Darwin,7,Northern Territory,54.7363,131.0371157,-12.55686453,6989.381986,126.6090257,116.4676603,324.6590646,102.5792785,734.4057171,179.0492233,704.7079384,533.0181838,311.8408248,82.93155009,168.8404855,119.2139181,467.8565448,197.9228982,774.4459753,617.9946716,735.7733215,124.5953128,261.9301976,0,0,3376,3408,3466,3509,3529,3531,3557,Lv 1
1212,2136,701031035,71035,Weddell,70103,Litchfield,701,Darwin,7GDAR,Greater Darwin,7,Northern Territory,1408.495,131.1006925,-12.6885216,12562.74018,428.021171,685.1445676,485.5132351,260.0160805,3668.062995,194.9889336,553.4552533,451.8730362,335.154517,79.27963138,189.4768913,100.678652,1947.933524,252.2980047,732.8877616,508.4302803,637.2146334,140.8641629,229.4897085,0,0,4449,4706,4757,4800,4801,4802,4816,Lv 2
1213,2137,701041036,71036,Bakewell,70104,Palmerston,701,Darwin,7GDAR,Greater Darwin,7,Northern Territory,1.3185,130.9934422,-12.49684673,9297.210951,127.5692134,127.353406,419.7715498,128.2499501,941.3731273,222.3132919,946.2885649,636.0282337,429.7473999,112.6348147,187.2028277,147.9504812,558.1933583,276.3944053,1236.200836,877.724486,979.4186543,156.7322542,353.1511143,0,0,3297,3275,3267,3266,3266,3222,3195,Lv 1
1214,2138,701041037,71037,Driver,70104,Palmerston,701,Darwin,7GDAR,Greater Darwin,7,Northern Territory,1.7157,130.9753911,-12.48601766,10108.54679,127.1812841,126.0275523,453.4635257,135.5535512,1022.272255,248.0175404,1005.467612,694.6663157,458.9193215,118.1341482,195.6810939,167.0407637,590.311577,299.6529738,1366.731795,986.1818913,1041.419771,180.7533397,404.2841621,0,0,3159,3114,3088,3063,3031,2946,2912,Lv 2
1215,2139,701041038,71038,Durack - Marlow Lagoon,70104,Palmerston,701,Darwin,7GDAR,Greater Darwin,7,Northern Territory,11.7191,130.9623563,-12.47817937,9935.551527,129.7594651,137.7219298,539.9594926,158.3624033,1142.806726,276.1880541,906.7345932,688.9990739,503.8708733,119.3050716,187.8483119,167.7494398,579.2531145,298.0129349,1181.782252,885.6853371,970.4706838,150.8024702,414.4596924,0,0,4303,4470,4564,4665,4746,4755,4741,Lv 1
1216,2140,701041039,71039,Gray,70104,Palmerston,701,Darwin,7GDAR,Greater Darwin,7,Northern Territory,1.5029,130.9822773,-12.49036561,9887.779152,127.4066739,128.3158022,442.8803597,134.3183058,993.6122634,239.448606,993.1386717,677.7469031,450.1495835,116.9004788,193.8495169,162.9005372,583.8504175,295.672676,1317.816272,956.7043355,1034.515718,173.0694531,395.5212235,0,0,3556,3519,3474,3452,3433,3391,3356,Lv 1
1217,2141,701041040,71040,Moulden,70104,Palmerston,701,Darwin,7GDAR,Greater Darwin,7,Northern Territory,1.7504,130.9731268,-12.50559089,8668.325686,123.2186823,121.9154965,393.8754525,116.9651307,861.9019133,208.3394359,839.3733892,587.9015639,403.2738765,103.2816061,180.5113092,134.0555243,520.6914189,262.028853,1097.134535,887.4992735,927.4111363,145.0055554,340.5618635,0,0,3316,3309,3204,3186,3156,3102,3083,Lv 1
1218,2142,701041041,71041,Palmerston - North,70104,Palmerston,701,Darwin,7GDAR,Greater Darwin,7,Northern Territory,4.7651,130.9926342,-12.4801237,11916.99683,134.105183,133.1608688,535.784095,149.2155057,1271.556819,294.9297479,1207.110568,860.4338303,541.7949735,144.9807371,222.6296234,218.0502006,676.0373084,358.1650286,1775.361863,895.1863999,1217.943444,207.6829303,496.0555524,0,0,4485,4515,4542,4568,4564,4506,4491,Lv 2
1219,2143,701041042,71042,Palmerston - South,70104,Palmerston,701,Darwin,7GDAR,Greater Darwin,7,Northern Territory,24.9843,130.9829202,-12.51926981,7739.061086,122.628833,124.5981807,361.6691968,116.5818086,822.6884548,185.1604791,702.561624,515.3802637,353.5769101,94.9032744,174.7908921,119.9265425,496.6836731,223.8826225,995.453763,740.5563283,820.4583955,130.7307407,285.8486506,0,0,2026,2615,3222,4069,4941,5674,6508,Lv 1
