fid,ogc_fid,sa2_main16,sa2_5dig16,sa2_name16,sa3_code16,sa3_name16,sa4_code16,sa4_name16,gcc_code16,gcc_name16,ste_code16,ste_name16,areasqkm16,Long,Lat,EJD_Total,EJD_AgriFor,EJD_Mining,EJD_Manufacturing,EJD_Util,EJD_Constr,EJD_Wholesale,EJD_Retail,EJD_AccoFood,EJD_Logistic,EJD_IT,EJD_Fin,EJD_RealEst,EJD_ProfServ,EJD_Admin,EJD_GovDef,EJD_Edu,EJD_Health,EJD_Arts,EJD_Other,EMP_Total_2016,EMP_Total_2021,ERP_2014,ERP_2015,ERP_2016,ERP_2017,ERP_2018,ERP_2019,ERP_2020,EJD_Total_Level
583,943,213021342,21342,Altona Meadows,21302,Hobsons Bay,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,10.5398,144.7844339,-37.88099141,91119.88388,831.6118852,277.6221582,6880.988744,1006.949245,5811.171584,3103.874093,9099.598025,6152.712794,5168.483763,2088.365546,4517.139871,1585.164465,8423.443691,2966.080789,5242.717558,7782.611218,10916.20446,1881.551046,3124.787386,0,0,19690,19818,20106,20313,20409,20454,20351,Lv 12
584,945,213021344,21344,Newport,21302,Hobsons Bay,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,8.8407,144.8822216,-37.83762808,150077.8674,970.1541427,459.9625996,10448.31204,1846.90829,8901.083351,4759.174203,13375.23143,10069.97359,7654.377577,4474.158919,9400.924715,2801.666951,16942.7143,5181.895498,9008.826129,11818.5186,16477.0311,3809.881463,4915.625798,0,0,17756,18134,18523,18836,19180,19563,19811,Lv 17
585,946,213021345,21345,Seabrook,21302,Hobsons Bay,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,1.6199,144.7586559,-37.88092078,99669.99679,856.9408112,304.9558577,7463.583353,1098.622643,6293.245325,3414.558733,9791.841012,6646.812453,5504.58359,2371.707638,5040.893625,1790.938266,9597.932439,3289.831883,5692.432076,8471.89753,11751.92348,2194.63457,3414.395791,0,0,5305,5352,5408,5464,5517,5542,5399,Lv 13
586,947,213021346,21346,Williamstown,21302,Hobsons Bay,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,7.3463,144.8847902,-37.85912814,120883.7202,893.6970815,364.5948859,8899.060183,1395.584973,7746.661071,3948.033457,11291.92686,8224.789696,6232.669944,3129.943134,6768.764967,2252.583454,12501.89812,4042.712422,7036.124256,9770.826927,13793.97019,2821.273658,4184.241597,0,0,15781,16006,16389,16636,16932,17270,17388,Lv 15
587,952,213031351,21351,West Footscray - Tottenham,21303,Maribyrnong,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,5.9807,144.8645066,-37.80202786,148894.5359,1005.08559,410.365636,10969.99992,1810.914661,8518.862445,4923.084238,13738.3784,9633.11935,8727.055134,4022.401392,9011.395835,2600.740252,15441.23539,4918.735627,9051.43225,11999.60503,16862.20384,3346.215743,4921.529011,0,0,11527,11849,12058,12322,12613,12929,13072,Lv 17
588,948,213031347,21347,Braybrook,21303,Maribyrnong,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,7.4842,144.8629916,-37.78468804,142543.2017,971.279729,381.1566444,10201.30501,1653.87682,8306.862962,4554.974769,13611.76323,9272.243007,7828.04921,3683.009838,8110.472098,2473.710193,14137.79172,4609.848628,8484.82863,12285.98429,17354.69274,3116.249961,4848.181356,0,0,18296,18759,19224,19795,20138,20514,20914,Lv 16
589,949,213031348,21348,Footscray,21303,Maribyrnong,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,4.967,144.8973191,-37.79812936,181250.4901,1038.421698,474.4612803,11024.30907,2514.6741,9815.576331,5505.947352,15846.05781,11878.06101,9142.34904,5140.485757,12320.4567,3170.711368,19661.69649,5925.594365,11616.77734,15360.11289,22520.90491,4448.150799,5891.517802,0,0,16127,16762,17343,18031,18631,19148,19579,Lv 19
590,950,213031349,21349,Maribyrnong,21303,Maribyrnong,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,5.4934,144.8877623,-37.77268948,142774.2253,948.2863922,370.8832585,9214.048801,1634.903254,8159.406473,4396.142743,15429.25172,9929.533424,7157.509542,3839.145281,8328.358585,2480.42874,14577.53405,4719.864982,8554.161656,11920.16341,16640.25372,3202.009919,4838.666792,0,0,12118,12562,12950,13448,13785,14115,14450,Lv 16
591,951,213031350,21350,Seddon - Kingsville,21303,Maribyrnong,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,1.6803,144.8863417,-37.8076672,162131.5352,1015.45083,430.650702,11011.3942,2064.719282,9191.030344,5162.154509,14559.97378,10793.9406,8766.129925,4594.755998,10343.446,2907.60696,17492.0371,5405.99573,10005.16929,13209.40852,18726.1273,3798.163446,5322.686718,0,0,9321,9521,9711,9875,10013,10121,10147,Lv 18
592,953,213031352,21352,Yarraville,21303,Maribyrnong,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,5.6198,144.8819717,-37.81797615,163054.3175,1021.139428,479.8300941,11319.4758,2052.210885,9448.245228,5280.560731,14544.2829,10934.30434,8843.842154,4719.863658,10175.765,3078.08535,18084.4139,5540.945946,9751.447148,12770.21396,18085.18755,4198.605616,5343.920846,0,0,15074,15330,15656,15891,16233,16621,16820,Lv 18
593,954,213041353,21353,Bacchus Marsh,21304,Melton - Bacchus Marsh,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,196.2984,144.4546154,-37.63794458,59194.21232,908.8580704,301.5336117,4303.392717,625.2906884,4038.407142,1844.014746,6149.839063,4081.723758,3019.326554,1186.501169,2576.752942,989.7220327,5028.542855,1827.604004,3388.949576,5479.782118,7460.310779,1134.120183,2121.275001,0,0,19632,20207,20989,21636,22222,22964,23756,Lv 9
594,955,213041355,21355,Hillside,21304,Melton - Bacchus Marsh,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,66.5481,144.6967214,-37.68735804,81861.30433,819.8466469,273.1044199,5979.834934,878.8943339,5457.519621,2650.164171,8234.576899,5558.009857,4497.01431,1838.371343,3854.754848,1394.610388,7398.989595,2680.261719,4688.841232,7360.165841,9979.600084,1643.567553,2866.852035,0,0,18220,19597,21305,22913,24151,25220,25887,Lv 11
595,956,213041356,21356,Melton,21304,Melton - Bacchus Marsh,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,130.7052,144.5937774,-37.62149834,66848.9375,769.5544474,239.0144302,4836.226381,707.1314234,4522.892842,2161.706219,6976.838121,4671.104456,3412.24542,1381.385378,2961.347411,1181.666924,5681.348282,2101.941168,4192.327705,5881.081401,8193.389676,1372.319582,2481.214541,0,0,18962,19242,19560,19832,20189,20596,20705,Lv 10
