id,J_Job_POW,J_Pop_PUR,J_Val_Job,J_Val_Pop,J_BiVar,Long,Lat
1303,"0","0",A,"1",A1,149.004682,-35.260897
1302,"1","0",A,"1",A1,149.004571,-35.256391
1305,"0","1",A,"1",A1,149.004904,-35.269908
1304,"2","0",A,"1",A1,149.004793,-35.265402
1307,"0","0",A,"1",A1,149.005126,-35.278920
1306,"1","0",A,"1",A1,149.005015,-35.274414
1309,"0","0",A,"1",A1,149.005348,-35.287931
1308,"1","0",A,"1",A1,149.005237,-35.283425
1311,"0","0",A,"1",A1,149.005571,-35.296943
1310,"1","0",A,"1",A1,149.005459,-35.292437
1289,"3","3",A,"1",A1,149.003130,-35.197816
1288,"1","0",A,"1",A1,149.003019,-35.193310
1291,"17","577",A,"4",A4,149.003351,-35.206827
1290,"12","165",A,"2",A2,149.003241,-35.202321
1293,"17","540",A,"3",A3,149.003573,-35.215839
1292,"25","681",A,"4",A4,149.003462,-35.211333
1295,"18","212",A,"2",A2,149.003795,-35.224850
1294,"23","137",A,"2",A2,149.003684,-35.220345
1329,"0","0",A,"1",A1,149.007576,-35.378045
1328,"0","1",A,"1",A1,149.007465,-35.373539
5429,"2","0",A,"1",A1,149.217926,-35.221115
5431,"4","0",A,"1",A1,149.218172,-35.230125
1333,"0","0",A,"1",A1,149.008023,-35.396068
5430,"2","0",A,"1",A1,149.218049,-35.225620
1332,"1","0",A,"1",A1,149.007911,-35.391562
5433,"5","0",A,"1",A1,149.218417,-35.239136
5432,"3","0",A,"1",A1,149.218294,-35.234630
1334,"0","0",A,"1",A1,149.008135,-35.400573
5435,"0","0",A,"1",A1,149.218663,-35.248146
5434,"4","0",A,"1",A1,149.218540,-35.243641
5437,"4","0",A,"1",A1,149.218908,-35.257156
5436,"1","0",A,"1",A1,149.218785,-35.252651
5439,"1","0",A,"1",A1,149.219154,-35.266167
5438,"2","1",A,"1",A1,149.219031,-35.261661
1313,"0","1",A,"1",A1,149.005793,-35.305954
1312,"0","2",A,"1",A1,149.005682,-35.301448
1315,"0","0",A,"1",A1,149.006016,-35.314965
1314,"0","1",A,"1",A1,149.005904,-35.310460
1317,"0","0",A,"1",A1,149.006238,-35.323977
1316,"0","0",A,"1",A1,149.006127,-35.319471
1319,"0","0",A,"1",A1,149.006461,-35.332988
1318,"0","1",A,"1",A1,149.006350,-35.328483
1321,"2","0",A,"1",A1,149.006684,-35.342000
1320,"1","0",A,"1",A1,149.006572,-35.337494
1323,"1","0",A,"1",A1,149.006907,-35.351011
1322,"0","1",A,"1",A1,149.006795,-35.346505
1325,"0","0",A,"1",A1,149.007130,-35.360022
1324,"0","0",A,"1",A1,149.007018,-35.355517
5329,"3","0",A,"1",A1,149.213171,-35.248247
1327,"0","0",A,"1",A1,149.007353,-35.369034
5328,"1","0",A,"1",A1,149.213048,-35.243741
1326,"0","0",A,"1",A1,149.007241,-35.364528
5331,"2","0",A,"1",A1,149.213416,-35.257257
5330,"2","0",A,"1",A1,149.213293,-35.252752
5333,"2","1",A,"1",A1,149.213661,-35.266267
5332,"1","0",A,"1",A1,149.213538,-35.261762
5335,"2","0",A,"1",A1,149.213906,-35.275277
5334,"3","0",A,"1",A1,149.213783,-35.270772
5337,"1","0",A,"1",A1,149.214151,-35.284288
5336,"1","0",A,"1",A1,149.214029,-35.279783
5339,"1","0",A,"1",A1,149.214397,-35.293298
5338,"2","0",A,"1",A1,149.214274,-35.288793
5341,"0","0",A,"1",A1,149.214643,-35.302308
5340,"3","0",A,"1",A1,149.214520,-35.297803
5343,"1","0",A,"1",A1,149.214888,-35.311318
5342,"7","0",A,"1",A1,149.214765,-35.306813
1217,"1","0",A,"1",A1,149.001407,-35.351102
1216,"0","1",A,"1",A1,149.001296,-35.346597
1219,"2","0",A,"1",A1,149.001630,-35.360114
1218,"0","0",A,"1",A1,149.001518,-35.355608
1221,"3","0",A,"1",A1,149.001852,-35.369125
1220,"0","1",A,"1",A1,149.001741,-35.364619
1222,"0","0",A,"1",A1,149.001964,-35.373631
5323,"1","0",A,"1",A1,149.212436,-35.221216
5325,"2","0",A,"1",A1,149.212681,-35.230226
5324,"1","0",A,"1",A1,149.212559,-35.225721
5327,"2","0",A,"1",A1,149.212926,-35.239236
5326,"0","0",A,"1",A1,149.212803,-35.234731
5345,"3","0",A,"1",A1,149.215134,-35.320329
5344,"1","0",A,"1",A1,149.215011,-35.315824
5347,"0","0",A,"1",A1,149.215380,-35.329339
5346,"3","0",A,"1",A1,149.215257,-35.324834
5349,"16","0",A,"1",A1,149.215626,-35.338349
5348,"7","0",A,"1",A1,149.215503,-35.333844
5350,"6","0",A,"1",A1,149.215749,-35.342854
1183,"1","0",A,"1",A1,148.997641,-35.197906
1201,"0","0",A,"1",A1,148.999631,-35.279011
1200,"0","0",A,"1",A1,148.999521,-35.274505
1203,"3","1",A,"1",A1,148.999853,-35.288022
1202,"1","0",A,"1",A1,148.999742,-35.283516
1205,"1","0",A,"1",A1,149.000075,-35.297034
1204,"1","0",A,"1",A1,148.999964,-35.292528
1207,"1","0",A,"1",A1,149.000297,-35.306045
1206,"0","0",A,"1",A1,149.000186,-35.301539
1209,"2","1",A,"1",A1,149.000519,-35.315057
1208,"1","0",A,"1",A1,149.000408,-35.310551
1211,"1","0",A,"1",A1,149.000741,-35.324068
1210,"0","0",A,"1",A1,149.000630,-35.319562
1213,"0","0",A,"1",A1,149.000963,-35.333079
1212,"1","0",A,"1",A1,149.000852,-35.328574
1215,"1","0",A,"1",A1,149.001185,-35.342091
1214,"0","0",A,"1",A1,149.001074,-35.337585
1185,"10","243",A,"2",A2,148.997862,-35.206918
1184,"6","26",A,"1",A1,148.997751,-35.202412
1187,"10","141",A,"2",A2,148.998082,-35.215930
1186,"9","326",A,"2",A2,148.997972,-35.211424
1189,"20","87",A,"1",A1,148.998303,-35.224941
1188,"9","47",A,"1",A1,148.998193,-35.220435
1191,"2","0",A,"1",A1,148.998525,-35.233953
1190,"12","50",A,"1",A1,148.998414,-35.229447
1193,"3","0",A,"1",A1,148.998746,-35.242964
1192,"1","1",A,"1",A1,148.998635,-35.238459
1195,"1","0",A,"1",A1,148.998967,-35.251976
1194,"1","0",A,"1",A1,148.998856,-35.247470
1197,"0","0",A,"1",A1,148.999188,-35.260987
1196,"0","0",A,"1",A1,148.999078,-35.256482
1199,"1","1",A,"1",A1,148.999410,-35.269999
1198,"1","0",A,"1",A1,148.999299,-35.265493
1105,"0","0",A,"1",A1,148.995243,-35.324159
1104,"1","0",A,"1",A1,148.995132,-35.319653
1107,"1","0",A,"1",A1,148.995464,-35.333170
1106,"1","1",A,"1",A1,148.995354,-35.328665
1109,"2","0",A,"1",A1,148.995686,-35.342182
1108,"0","1",A,"1",A1,148.995575,-35.337676
1111,"0","1",A,"1",A1,148.995908,-35.351193
1110,"1","0",A,"1",A1,148.995797,-35.346687
1113,"1","1",A,"1",A1,148.996129,-35.360205
1112,"0","0",A,"1",A1,148.996019,-35.355699
1115,"0","0",A,"1",A1,148.996351,-35.369216
1114,"3","0",A,"1",A1,148.996240,-35.364710
5215,"1","0",A,"1",A1,149.206702,-35.212305
5214,"0","0",A,"1",A1,149.206580,-35.207800
1116,"0","0",A,"1",A1,148.996462,-35.373722
1089,"2","0",A,"1",A1,148.993474,-35.252067
1088,"0","0",A,"1",A1,148.993364,-35.247561
1091,"1","0",A,"1",A1,148.993695,-35.261078
1090,"0","0",A,"1",A1,148.993584,-35.256572
1093,"0","0",A,"1",A1,148.993916,-35.270090
1092,"1","0",A,"1",A1,148.993805,-35.265584
1095,"2","0",A,"1",A1,148.994137,-35.279101
1094,"1","0",A,"1",A1,148.994026,-35.274596
1097,"1","0",A,"1",A1,148.994358,-35.288113
1096,"1","0",A,"1",A1,148.994247,-35.283607
1099,"0","0",A,"1",A1,148.994579,-35.297124
1098,"0","1",A,"1",A1,148.994468,-35.292619
1101,"1","0",A,"1",A1,148.994800,-35.306136
1100,"0","0",A,"1",A1,148.994689,-35.301630
5233,"22","1",A,"1",A1,149.208902,-35.293399
1103,"2","0",A,"1",A1,148.995021,-35.315147
5232,"3","0",A,"1",A1,149.208780,-35.288893
1102,"0","0",A,"1",A1,148.994911,-35.310642
5235,"65","4",A,"1",A1,149.209147,-35.302409
5234,"53","2",A,"1",A1,149.209024,-35.297904
5237,"14","1",A,"1",A1,149.209392,-35.311419
5236,"67","2",A,"1",A1,149.209270,-35.306914
5239,"9","2",A,"1",A1,149.209637,-35.320429
5238,"0","0",A,"1",A1,149.209515,-35.315924
5241,"13","3",A,"1",A1,149.209883,-35.329440
5240,"14","5",A,"1",A1,149.209760,-35.324934
5243,"23","0",A,"1",A1,149.210128,-35.338450
5242,"2","0",A,"1",A1,149.210005,-35.333945
5245,"0","0",A,"1",A1,149.210373,-35.347460
5244,"19","0",A,"1",A1,149.210251,-35.342955
5217,"0","0",A,"1",A1,149.206946,-35.221316
5216,"0","0",A,"1",A1,149.206824,-35.216811
5219,"0","0",A,"1",A1,149.207190,-35.230326
5218,"0","1",A,"1",A1,149.207068,-35.225821
5221,"1","0",A,"1",A1,149.207434,-35.239337
5220,"3","0",A,"1",A1,149.207312,-35.234831
5223,"0","0",A,"1",A1,149.207679,-35.248347
5222,"3","0",A,"1",A1,149.207557,-35.243842
5225,"1","0",A,"1",A1,149.207923,-35.257357
5224,"2","0",A,"1",A1,149.207801,-35.252852
5227,"2","1",A,"1",A1,149.208168,-35.266368
5226,"3","0",A,"1",A1,149.208045,-35.261862
5229,"3","0",A,"1",A1,149.208412,-35.275378
5228,"1","0",A,"1",A1,149.208290,-35.270873
5231,"2","0",A,"1",A1,149.208657,-35.284388
5230,"2","0",A,"1",A1,149.208535,-35.279883
5137,"24","1",A,"1",A1,149.204630,-35.338550
5136,"12","3",A,"1",A1,149.204508,-35.334045
5139,"86","4",A,"1",A1,149.204875,-35.347560
5138,"41","1",A,"1",A1,149.204752,-35.343055
5140,"3","0",A,"1",A1,149.204997,-35.352066
5121,"3","0",A,"1",A1,149.202675,-35.266468
5120,"3","0",A,"1",A1,149.202553,-35.261963
5123,"1","0",A,"1",A1,149.202919,-35.275478
5122,"1","0",A,"1",A1,149.202797,-35.270973
5125,"2","0",A,"1",A1,149.203163,-35.284488
5124,"2","1",A,"1",A1,149.203041,-35.279983
5127,"4","0",A,"1",A1,149.203407,-35.293499
5126,"2","0",A,"1",A1,149.203285,-35.288994
5129,"84","3",A,"1",A1,149.203651,-35.302509
5128,"54","2",A,"1",A1,149.203529,-35.298004
5131,"11","0",A,"1",A1,149.203896,-35.311519
5130,"84","6",A,"1",A1,149.203774,-35.307014
5133,"14","4",A,"1",A1,149.204140,-35.320530
5132,"3","1",A,"1",A1,149.204018,-35.316025
5135,"17","7",A,"1",A1,149.204385,-35.329540
5134,"17","3",A,"1",A1,149.204263,-35.325035
1077,"0","1",A,"1",A1,148.992152,-35.197997
1079,"2","0",A,"1",A1,148.992372,-35.207008
1078,"1","0",A,"1",A1,148.992262,-35.202503
1081,"1","0",A,"1",A1,148.992592,-35.216020
1080,"0","1",A,"1",A1,148.992482,-35.211514
1083,"2","2",A,"1",A1,148.992812,-35.225032
1082,"1","1",A,"1",A1,148.992702,-35.220526
1085,"5","0",A,"1",A1,148.993033,-35.234043
1084,"1","0",A,"1",A1,148.992923,-35.229538
1087,"2","0",A,"1",A1,148.993253,-35.243055
1086,"0","2",A,"1",A1,148.993143,-35.238549
3025,"32","300",A,"2",A2,149.095596,-35.376550
3024,"142","430",A,"3",A3,149.095479,-35.372045
3027,"24","133",A,"2",A2,149.095829,-35.385561
3026,"0","0",A,"1",A1,149.095712,-35.381055
3029,"46","391",A,"3",A3,149.096062,-35.394572
3028,"40","481",A,"3",A3,149.095945,-35.390066
3031,"402","206",B,"2",B2,149.096295,-35.403582
3030,"54","485",A,"3",A3,149.096179,-35.399077
3033,"40","422",A,"3",A3,149.096529,-35.412593
3032,"130","304",A,"2",A2,149.096412,-35.408088
3035,"36","223",A,"2",A2,149.096762,-35.421604
3034,"37","514",A,"3",A3,149.096645,-35.417099
3037,"24","617",A,"4",A4,149.096996,-35.430615
3036,"43","445",A,"3",A3,149.096879,-35.426109
3039,"17","523",A,"3",A3,149.097230,-35.439625
3038,"28","527",A,"3",A3,149.097113,-35.435120
3009,"52","76",A,"1",A1,149.093734,-35.304463
3008,"44","71",A,"1",A1,149.093618,-35.299957
3011,"290","32",B,"1",B1,149.093967,-35.313474
3010,"44","69",A,"1",A1,149.093850,-35.308968
3013,"750","0",B,"1",B1,149.094199,-35.322485
3012,"1258","0",C,"1",C1,149.094083,-35.317979
3015,"63","427",A,"3",A3,149.094431,-35.331496
3014,"694","153",B,"2",B2,149.094315,-35.326990
3017,"115","256",A,"2",A2,149.094664,-35.340507
3016,"75","491",A,"3",A3,149.094548,-35.336001
3019,"35","600",A,"4",A4,149.094897,-35.349517
3018,"157","539",A,"3",A3,149.094780,-35.345012
3021,"54","479",A,"3",A3,149.095130,-35.358528
3020,"36","492",A,"3",A3,149.095013,-35.354023
3023,"268","419",B,"3",B3,149.095362,-35.367539
3022,"113","392",A,"3",A3,149.095246,-35.363034
3057,"1","0",A,"1",A1,149.099338,-35.520721
3056,"0","0",A,"1",A1,149.099221,-35.516216
3059,"0","0",A,"1",A1,149.099573,-35.529732
3058,"0","0",A,"1",A1,149.099455,-35.525227
3061,"0","0",A,"1",A1,149.099808,-35.538743
3060,"0","0",A,"1",A1,149.099690,-35.534237
3063,"0","0",A,"1",A1,149.100043,-35.547753
3062,"0","0",A,"1",A1,149.099925,-35.543248
3064,"0","0",A,"1",A1,149.100160,-35.552258
3041,"45","52",A,"1",A1,149.097463,-35.448636
3040,"21","215",A,"2",A2,149.097346,-35.444131
3043,"45","470",A,"3",A3,149.097697,-35.457647
3042,"39","270",A,"2",A2,149.097580,-35.453142
3045,"27","656",A,"4",A4,149.097931,-35.466658
3044,"52","350",A,"3",A3,149.097814,-35.462152
3047,"22","666",A,"4",A4,149.098166,-35.475668
3046,"15","619",A,"4",A4,149.098048,-35.471163
3049,"0","0",A,"1",A1,149.098400,-35.484679
3048,"1","144",A,"2",A2,149.098283,-35.480174
3051,"0","0",A,"1",A1,149.098634,-35.493690
3050,"0","1",A,"1",A1,149.098517,-35.489184
3053,"0","0",A,"1",A1,149.098869,-35.502700
3052,"0","0",A,"1",A1,149.098751,-35.498195
3055,"0","0",A,"1",A1,149.099103,-35.511711
3054,"0","1",A,"1",A1,149.098986,-35.507205
2973,"0","0",A,"1",A1,149.089571,-35.142263
2975,"0","0",A,"1",A1,149.089801,-35.151275
2974,"0","0",A,"1",A1,149.089686,-35.146769
2945,"0","0",A,"1",A1,149.093125,-35.493785
2944,"0","0",A,"1",A1,149.093008,-35.489280
2947,"0","0",A,"1",A1,149.093359,-35.502796
2946,"0","0",A,"1",A1,149.093242,-35.498291
2949,"0","0",A,"1",A1,149.093593,-35.511807
2948,"1","1",A,"1",A1,149.093476,-35.507301
2951,"0","0",A,"1",A1,149.093827,-35.520817
2950,"0","0",A,"1",A1,149.093710,-35.516312
2953,"0","0",A,"1",A1,149.094061,-35.529828
2952,"2","0",A,"1",A1,149.093944,-35.525323
2955,"0","0",A,"1",A1,149.094296,-35.538838
2954,"1","0",A,"1",A1,149.094178,-35.534333
2993,"20","193",A,"2",A2,149.091880,-35.232375
2992,"9","23",A,"1",A1,149.091764,-35.227869
2995,"290","835",B,"4",B4,149.092111,-35.241386
2994,"275","642",B,"4",B4,149.091995,-35.236880
2997,"409","32",B,"1",B1,149.092343,-35.250397
2996,"251","444",B,"3",B3,149.092227,-35.245891
2999,"17","0",A,"1",A1,149.092574,-35.259408
2998,"490","10",B,"1",B1,149.092458,-35.254902
3001,"3","0",A,"1",A1,149.092806,-35.268419
3000,"2","0",A,"1",A1,149.092690,-35.263913
3003,"3","0",A,"1",A1,149.093038,-35.277430
3002,"5","0",A,"1",A1,149.092922,-35.272924
3005,"3","1",A,"1",A1,149.093270,-35.286441
3004,"9","0",A,"1",A1,149.093154,-35.281935
3007,"43","31",A,"1",A1,149.093502,-35.295452
3006,"35","16",A,"1",A1,149.093386,-35.290946
2977,"0","0",A,"1",A1,149.090032,-35.160286
2976,"0","0",A,"1",A1,149.089916,-35.155780
2979,"40","496",A,"3",A3,149.090262,-35.169297
2978,"17","82",A,"1",A1,149.090147,-35.164791
2981,"38","688",A,"4",A4,149.090493,-35.178308
2980,"44","714",A,"4",A4,149.090378,-35.173803
2983,"64","219",A,"2",A2,149.090724,-35.187319
2982,"34","334",A,"2",A2,149.090608,-35.182814
2985,"81","154",A,"2",A2,149.090955,-35.196330
2984,"74","215",A,"2",A2,149.090839,-35.191825
2987,"18","207",A,"2",A2,149.091186,-35.205342
2986,"5","32",A,"1",A1,149.091070,-35.200836
2989,"20","235",A,"2",A2,149.091417,-35.214353
2988,"20","411",A,"3",A3,149.091301,-35.209847
2991,"6","1",A,"1",A1,149.091648,-35.223364
2990,"8","52",A,"1",A1,149.091533,-35.218858
2897,"1","0",A,"1",A1,149.087544,-35.277525
2896,"2","0",A,"1",A1,149.087428,-35.273019
2899,"6","0",A,"1",A1,149.087775,-35.286536
2898,"5","0",A,"1",A1,149.087659,-35.282030
2901,"40","23",A,"1",A1,149.088007,-35.295547
2900,"13","8",A,"1",A1,149.087891,-35.291041
2903,"53","24",A,"1",A1,149.088238,-35.304558
2902,"41","20",A,"1",A1,149.088122,-35.300052
2905,"45","112",A,"1",A1,149.088470,-35.313569
2904,"44","36",A,"1",A1,149.088354,-35.309063
2907,"309","168",B,"2",B2,149.088702,-35.322580
2906,"210","136",A,"2",A2,149.088586,-35.318074
2909,"70","387",A,"3",A3,149.088933,-35.331591
2908,"224","248",B,"2",B2,149.088818,-35.327085
2911,"554","7",B,"1",B1,149.089165,-35.340602
2910,"81","256",A,"2",A2,149.089049,-35.336096
2881,"0","0",A,"1",A1,149.085696,-35.205436
2880,"0","0",A,"1",A1,149.085581,-35.200931
2883,"19","337",A,"2",A2,149.085927,-35.214447
2882,"3","98",A,"1",A1,149.085812,-35.209942
2885,"8","1",A,"1",A1,149.086158,-35.223458
2884,"8","29",A,"1",A1,149.086042,-35.218953
2887,"101","62",A,"1",A1,149.086388,-35.232470
2886,"7","28",A,"1",A1,149.086273,-35.227964
2889,"279","161",B,"2",B2,149.086619,-35.241481
2888,"332","135",B,"2",B2,149.086504,-35.236975
2891,"279","197",B,"2",B2,149.086850,-35.250492
2890,"121","226",A,"2",A2,149.086735,-35.245986
2893,"25","213",A,"2",A2,149.087081,-35.259503
2892,"692","209",B,"2",B2,149.086966,-35.254997
2895,"1","0",A,"1",A1,149.087312,-35.268514
2894,"15","89",A,"1",A1,149.087197,-35.264008
2929,"27","231",A,"2",A2,149.091258,-35.421699
2928,"47","485",A,"3",A3,149.091142,-35.417194
2931,"45","601",A,"4",A4,149.091491,-35.430710
2930,"44","479",A,"3",A3,149.091375,-35.426205
2933,"22","306",A,"2",A2,149.091724,-35.439721
2932,"34","464",A,"3",A3,149.091608,-35.435216
2935,"27","616",A,"4",A4,149.091957,-35.448732
2934,"27","271",A,"2",A2,149.091841,-35.444226
2937,"25","293",A,"2",A2,149.092191,-35.457742
2936,"47","575",A,"4",A4,149.092074,-35.453237
2939,"23","621",A,"4",A4,149.092424,-35.466753
2938,"48","324",A,"2",A2,149.092308,-35.462248
2941,"7","382",A,"3",A3,149.092658,-35.475764
2940,"15","595",A,"4",A4,149.092541,-35.471259
2943,"1","0",A,"1",A1,149.092891,-35.484775
2942,"1","0",A,"1",A1,149.092775,-35.480269
2913,"1509","570",C,"4",C4,149.089398,-35.349613
2912,"1930","422",C,"3",C3,149.089282,-35.345107
2915,"271","146",B,"2",B2,149.089630,-35.358624
2914,"1120","43",C,"1",C1,149.089514,-35.354118
2917,"34","363",A,"3",A3,149.089862,-35.367634
2916,"103","124",A,"1",A1,149.089746,-35.363129
2919,"21","333",A,"2",A2,149.090095,-35.376645
2918,"31","381",A,"3",A3,149.089978,-35.372140
2921,"19","311",A,"2",A2,149.090327,-35.385656
2920,"2","7",A,"1",A1,149.090211,-35.381151
2923,"48","493",A,"3",A3,149.090560,-35.394667
2922,"49","458",A,"3",A3,149.090443,-35.390162
2925,"67","225",A,"2",A2,149.090792,-35.403678
2924,"60","432",A,"3",A3,149.090676,-35.399172
2927,"35","428",A,"3",A3,149.091025,-35.412689
2926,"42","397",A,"3",A3,149.090909,-35.408183
2833,"19","584",A,"4",A4,149.086917,-35.466849
2832,"25","596",A,"4",A4,149.086801,-35.462343
2835,"10","126",A,"2",A2,149.087150,-35.475859
2834,"20","415",A,"3",A3,149.087034,-35.471354
2837,"0","0",A,"1",A1,149.087383,-35.484870
2836,"0","0",A,"1",A1,149.087267,-35.480365
2839,"0","0",A,"1",A1,149.087616,-35.493881
2838,"1","0",A,"1",A1,149.087500,-35.489375
2841,"0","0",A,"1",A1,149.087849,-35.502891
2840,"1","0",A,"1",A1,149.087733,-35.498386
2843,"1","0",A,"1",A1,149.088083,-35.511902
2842,"0","0",A,"1",A1,149.087966,-35.507397
2845,"0","0",A,"1",A1,149.088316,-35.520913
2844,"0","0",A,"1",A1,149.088200,-35.516407
2847,"0","0",A,"1",A1,149.088550,-35.529923
2846,"0","0",A,"1",A1,149.088433,-35.525418
2817,"65","253",A,"2",A2,149.085057,-35.394762
2816,"32","230",A,"2",A2,149.084941,-35.390257
2819,"56","392",A,"3",A3,149.085289,-35.403773
2818,"48","364",A,"3",A3,149.085173,-35.399268
2821,"35","438",A,"3",A3,149.085522,-35.412784
2820,"46","284",A,"2",A2,149.085406,-35.408278
2823,"33","138",A,"2",A2,149.085754,-35.421795
2822,"40","608",A,"4",A4,149.085638,-35.417289
2825,"21","451",A,"3",A3,149.085986,-35.430805
2824,"33","307",A,"2",A2,149.085870,-35.426300
2827,"16","297",A,"2",A2,149.086219,-35.439816
2826,"22","477",A,"3",A3,149.086103,-35.435311
2829,"19","546",A,"3",A3,149.086452,-35.448827
2828,"30","329",A,"2",A2,149.086335,-35.444322
2831,"24","369",A,"3",A3,149.086684,-35.457838
2830,"15","426",A,"3",A3,149.086568,-35.453332
2869,"0","0",A,"1",A1,149.084315,-35.151369
2868,"0","0",A,"1",A1,149.084200,-35.146863
2871,"0","0",A,"1",A1,149.084545,-35.160380
2870,"0","0",A,"1",A1,149.084430,-35.155875
2873,"6","41",A,"1",A1,149.084775,-35.169392
2872,"0","0",A,"1",A1,149.084660,-35.164886
2875,"31","210",A,"2",A2,149.085005,-35.178403
2874,"25","101",A,"1",A1,149.084890,-35.173897
2877,"99","179",A,"2",A2,149.085236,-35.187414
2876,"37","456",A,"3",A3,149.085120,-35.182908
2879,"10","21",A,"1",A1,149.085466,-35.196425
2878,"90","141",A,"2",A2,149.085351,-35.191919
2848,"0","0",A,"1",A1,149.088667,-35.534429
2769,"4","0",A,"1",A1,149.079518,-35.178497
2768,"0","0",A,"1",A1,149.079403,-35.173991
2771,"29","13",A,"1",A1,149.079747,-35.187508
2770,"25","0",A,"1",A1,149.079632,-35.183003
2773,"0","0",A,"1",A1,149.079977,-35.196520
2772,"16","12",A,"1",A1,149.079862,-35.192014
2775,"30","227",A,"2",A2,149.080207,-35.205531
2774,"0","2",A,"1",A1,149.080092,-35.201025
2777,"19","431",A,"3",A3,149.080437,-35.214542
2776,"30","461",A,"3",A3,149.080322,-35.210036
2779,"8","32",A,"1",A1,149.080667,-35.223553
2778,"25","255",A,"2",A2,149.080552,-35.219047
2781,"213","243",A,"2",A2,149.080897,-35.232564
2780,"8","27",A,"1",A1,149.080782,-35.228059
2783,"219","193",B,"2",B2,149.081127,-35.241575
2782,"291","154",B,"2",B2,149.081012,-35.237070
2763,"0","0",A,"1",A1,149.078829,-35.151463
2762,"0","0",A,"1",A1,149.078715,-35.146958
2765,"0","0",A,"1",A1,149.079059,-35.160475
2764,"0","0",A,"1",A1,149.078944,-35.155969
2767,"0","0",A,"1",A1,149.079288,-35.169486
2766,"0","0",A,"1",A1,149.079173,-35.164980
2801,"102","363",A,"3",A3,149.083204,-35.322675
2800,"53","195",A,"2",A2,149.083089,-35.318169
2803,"38","364",A,"3",A3,149.083436,-35.331686
2802,"224","431",B,"3",B3,149.083320,-35.327180
2805,"2052","200",C,"2",C2,149.083667,-35.340697
2804,"47","346",A,"3",A3,149.083551,-35.336191
2807,"1081","265",C,"2",C2,149.083898,-35.349708
2806,"3436","218",D,"2",D2,149.083783,-35.345202
2809,"77","545",A,"3",A3,149.084130,-35.358719
2808,"196","580",A,"4",A4,149.084014,-35.354213
2811,"69","497",A,"3",A3,149.084362,-35.367729
2810,"105","372",A,"3",A3,149.084246,-35.363224
2813,"20","358",A,"3",A3,149.084593,-35.376740
2812,"32","445",A,"3",A3,149.084478,-35.372235
2815,"23","424",A,"3",A3,149.084825,-35.385751
2814,"2","3",A,"1",A1,149.084709,-35.381246
2785,"30","220",A,"2",A2,149.081358,-35.250586
2784,"29","225",A,"2",A2,149.081242,-35.246081
2787,"37","428",A,"3",A3,149.081588,-35.259597
2786,"43","270",A,"2",A2,149.081473,-35.255092
2789,"2","0",A,"1",A1,149.081819,-35.268609
2788,"23","215",A,"2",A2,149.081703,-35.264103
2791,"0","0",A,"1",A1,149.082049,-35.277620
2790,"0","0",A,"1",A1,149.081934,-35.273114
2793,"3","1",A,"1",A1,149.082280,-35.286631
2792,"1","0",A,"1",A1,149.082165,-35.282125
2795,"5","0",A,"1",A1,149.082511,-35.295642
2794,"4","0",A,"1",A1,149.082396,-35.291136
2797,"29","32",A,"1",A1,149.082742,-35.304653
2796,"25","20",A,"1",A1,149.082626,-35.300147
2799,"37","100",A,"1",A1,149.082973,-35.313664
2798,"43","23",A,"1",A1,149.082857,-35.309158
2705,"56","272",A,"2",A2,149.078861,-35.367824
2704,"87","389",A,"3",A3,149.078746,-35.363319
2707,"0","14",A,"1",A1,149.079092,-35.376835
2706,"4","21",A,"1",A1,149.078977,-35.372330
2709,"23","476",A,"3",A3,149.079324,-35.385846
2708,"11","157",A,"2",A2,149.079208,-35.381341
2711,"48","299",A,"2",A2,149.079555,-35.394857
2710,"23","384",A,"3",A3,149.079439,-35.390352
2713,"39","427",A,"3",A3,149.079787,-35.403868
2712,"39","433",A,"3",A3,149.079671,-35.399362
2715,"33","424",A,"3",A3,149.080018,-35.412879
2714,"22","368",A,"3",A3,149.079902,-35.408373
2717,"63","201",A,"2",A2,149.080250,-35.421890
2716,"29","477",A,"3",A3,149.080134,-35.417384
2719,"20","490",A,"3",A3,149.080482,-35.430900
2718,"17","506",A,"3",A3,149.080366,-35.426395
2689,"3","0",A,"1",A1,149.077015,-35.295736
2688,"1","1",A,"1",A1,149.076900,-35.291231
2691,"38","44",A,"1",A1,149.077246,-35.304747
2690,"33","16",A,"1",A1,149.077131,-35.300242
2693,"21","31",A,"1",A1,149.077476,-35.313758
2692,"35","14",A,"1",A1,149.077361,-35.309253
2695,"52","475",A,"3",A3,149.077707,-35.322769
2694,"36","234",A,"2",A2,149.077592,-35.318264
2697,"45","423",A,"3",A3,149.077937,-35.331780
2696,"43","377",A,"3",A3,149.077822,-35.327275
2699,"25","660",A,"4",A4,149.078168,-35.340791
2698,"25","462",A,"3",A3,149.078053,-35.336286
2701,"42","463",A,"3",A3,149.078399,-35.349802
2700,"24","515",A,"3",A3,149.078284,-35.345297
2703,"72","455",A,"3",A3,149.078630,-35.358813
2702,"34","419",A,"3",A3,149.078515,-35.354308
2737,"1","0",A,"1",A1,149.082573,-35.511997
2736,"0","0",A,"1",A1,149.082456,-35.507492
2739,"0","0",A,"1",A1,149.082805,-35.521008
2738,"0","0",A,"1",A1,149.082689,-35.516503
2741,"0","0",A,"1",A1,149.083038,-35.530019
2740,"0","0",A,"1",A1,149.082922,-35.525513
