fid,id,left,top,right,bottom,J_Attached,J_Secondar,J_Medium d,J_Apartmen,J_Total_Ne,Long,Lat
4265,4265,687691.588626491022296,6078480.034499999135733,687980.263761086040176,6078230.034500000067055,"0","0","0","452.3172603","452.3172603",149.06894,-35.42051
4266,4266,687691.588626491022296,6078230.034500000067055,687980.263761086040176,6077980.034500000067055,"0","0","0","347.012503","347.012503",149.06899,-35.42276
4267,4267,687691.588626491022296,6077980.034500000067055,687980.263761086040176,6077730.034500000067055,"0","0","0","45.90484836","45.90484836",149.06905,-35.42501
4268,4268,687691.588626491022296,6077730.034500000067055,687980.263761086040176,6077480.034500000067055,"0","0","0","0","0",149.06911,-35.42727
4269,4269,687691.588626491022296,6077480.034500000067055,687980.263761086040176,6077230.034500000067055,"0","0","0","0","0",149.06917,-35.42952
4270,4270,687691.588626491022296,6077230.034500000067055,687980.263761086040176,6076980.034500000067055,"0","0","0","0","0",149.06922,-35.43177
4271,4271,687691.588626491022296,6076980.034500000067055,687980.263761086040176,6076730.034500000998378,"0","0","0","0","0",149.06928,-35.43403
4297,4297,687908.094977437169291,6107355.034500000067055,688196.770112032070756,6107105.034500000067055,"0","0","0","0","0",149.06470,-35.16027
4298,4298,687908.094977437169291,6107105.034500000067055,688196.770112032070756,6106855.034500000067055,"0","0","0","0","0",149.06476,-35.16252
4299,4299,687908.094977437169291,6106855.034500000067055,688196.770112032070756,6106605.034500000067055,"0","0","0","0","0",149.06481,-35.16478
4300,4300,687908.094977437169291,6106605.034500000067055,688196.770112032070756,6106355.034500000067055,"0","0","0","0","0",149.06487,-35.16703
4301,4301,687908.094977437169291,6106355.034500000067055,688196.770112032070756,6106105.034500000067055,"0","0","0","0","0",149.06493,-35.16928
4302,4302,687908.094977437169291,6106105.034500000067055,688196.770112032070756,6105855.034500000067055,"0","0","0","0","0",149.06498,-35.17154
4303,4303,687908.094977437169291,6105855.034500000067055,688196.770112032070756,6105605.034500000067055,"0","0","0","0","0",149.06504,-35.17379
4304,4304,687908.094977437169291,6105605.034500000067055,688196.770112032070756,6105355.034499999135733,"0","0","0","0","0",149.06510,-35.17604
4305,4305,687908.094977437169291,6105355.034499999135733,688196.770112032070756,6105105.034500000067055,"0","0","0","0","0",149.06516,-35.17829
4311,4311,687908.094977437169291,6103855.034500000067055,688196.770112032070756,6103605.034500000998378,"0","0","0","0","0",149.06550,-35.19181
4312,4312,687908.094977437169291,6103605.034500000998378,688196.770112032070756,6103355.034500000067055,"7.315366162","27.64802477","0","0","34.96339093",149.06555,-35.19406
4313,4313,687908.094977437169291,6103355.034500000067055,688196.770112032070756,6103105.034500000067055,"0","18.20916294","0","0","18.20916294",149.06561,-35.19632
4314,4314,687908.094977437169291,6103105.034500000067055,688196.770112032070756,6102855.034500000067055,"0.59709197","6.923706521","0","0","7.52079849",149.06567,-35.19857
4315,4315,687908.094977437169291,6102855.034500000067055,688196.770112032070756,6102605.034500000067055,"0","32.38867816","0","0","32.38867816",149.06573,-35.20082
4316,4316,687908.094977437169291,6102605.034500000067055,688196.770112032070756,6102355.034500000067055,"0.641298844","41.43921542","0","0","42.08051426",149.06578,-35.20308
4317,4317,687908.094977437169291,6102355.034500000067055,688196.770112032070756,6102105.034500000067055,"0","36.94528345","0","0","36.94528345",149.06584,-35.20533
4318,4318,687908.094977437169291,6102105.034500000067055,688196.770112032070756,6101855.034500000067055,"1.736929064","35.12351363","0","0","36.86044269",149.06590,-35.20758
4319,4319,687908.094977437169291,6101855.034500000067055,688196.770112032070756,6101605.034500000067055,"1.893395583","38.23042356","0","0","40.12381915",149.06595,-35.20983
4320,4320,687908.094977437169291,6101605.034500000067055,688196.770112032070756,6101355.034499999135733,"1.228405913","0.548579854","0","0","1.776985767",149.06601,-35.21209
4321,4321,687908.094977437169291,6101355.034499999135733,688196.770112032070756,6101105.034500000067055,"3.597163316","21.16100839","0","0","24.75817171",149.06607,-35.21434
4322,4322,687908.094977437169291,6101105.034500000067055,688196.770112032070756,6100855.034500000067055,"1.059876404","30.76593314","0","0","31.82580954",149.06613,-35.21659
4323,4323,687908.094977437169291,6100855.034500000067055,688196.770112032070756,6100605.034500000067055,"0.393490626","0.009832229","0","0","0.403322855",149.06618,-35.21885
4324,4324,687908.094977437169291,6100605.034500000067055,688196.770112032070756,6100355.034500000067055,"0","0","0","0","0",149.06624,-35.22110
4325,4325,687908.094977437169291,6100355.034500000067055,688196.770112032070756,6100105.034500000067055,"0","0","0","0","0",149.06630,-35.22335
4326,4326,687908.094977437169291,6100105.034500000067055,688196.770112032070756,6099855.034500000067055,"0","0","0","0","0",149.06635,-35.22560
4327,4327,687908.094977437169291,6099855.034500000067055,688196.770112032070756,6099605.034500000998378,"0","0","0","0","0",149.06641,-35.22786
4328,4328,687908.094977437169291,6099605.034500000998378,688196.770112032070756,6099355.034500000067055,"0","0","0","0","0",149.06647,-35.23011
4329,4329,687908.094977437169291,6099355.034500000067055,688196.770112032070756,6099105.034500000067055,"0","0","0","0","0",149.06653,-35.23236
4330,4330,687908.094977437169291,6099105.034500000067055,688196.770112032070756,6098855.034500000067055,"0","0","0","0","0",149.06658,-35.23461
4331,4331,687908.094977437169291,6098855.034500000067055,688196.770112032070756,6098605.034500000067055,"0","0","0","38.7992064","38.7992064",149.06664,-35.23687
4332,4332,687908.094977437169291,6098605.034500000067055,688196.770112032070756,6098355.034500000067055,"0","0","0","0","0",149.06670,-35.23912
4333,4333,687908.094977437169291,6098355.034500000067055,688196.770112032070756,6098105.034500000067055,"0","0","0","53.93720115","53.93720115",149.06675,-35.24137
4334,4334,687908.094977437169291,6098105.034500000067055,688196.770112032070756,6097855.034500000067055,"0","0","0","20.95889774","20.95889774",149.06681,-35.24363
4335,4335,687908.094977437169291,6097855.034500000067055,688196.770112032070756,6097605.034500000067055,"0","0","0","249.933165","249.933165",149.06687,-35.24588
4336,4336,687908.094977437169291,6097605.034500000067055,688196.770112032070756,6097355.034499999135733,"0","0","0","64.62023436","64.62023436",149.06693,-35.24813
4337,4337,687908.094977437169291,6097355.034499999135733,688196.770112032070756,6097105.034500000067055,"8.086116647","0","0","0","8.086116647",149.06698,-35.25038
4338,4338,687908.094977437169291,6097105.034500000067055,688196.770112032070756,6096855.034500000067055,"13.60407035","0","0","1.401107159","15.00517751",149.06704,-35.25264
4339,4339,687908.094977437169291,6096855.034500000067055,688196.770112032070756,6096605.034500000067055,"15.52874391","0","0","0","15.52874391",149.06710,-35.25489
4340,4340,687908.094977437169291,6096605.034500000067055,688196.770112032070756,6096355.034500000067055,"5.133751754","15.50822058","0","0","20.64197233",149.06715,-35.25714
4341,4341,687908.094977437169291,6096355.034500000067055,688196.770112032070756,6096105.034500000067055,"0","29.66061447","0","0","29.66061447",149.06721,-35.25940
4342,4342,687908.094977437169291,6096105.034500000067055,688196.770112032070756,6095855.034500000067055,"0.154222895","32.28066575","0","0","32.43488865",149.06727,-35.26165
4343,4343,687908.094977437169291,6095855.034500000067055,688196.770112032070756,6095605.034500000998378,"0.894419388","28.3020166","0","0","29.19643599",149.06733,-35.26390
4344,4344,687908.094977437169291,6095605.034500000998378,688196.770112032070756,6095355.034500000067055,"8.22026826","33.51156032","0","0","41.73182859",149.06738,-35.26615
4345,4345,687908.094977437169291,6095355.034500000067055,688196.770112032070756,6095105.034500000067055,"1.07528141","0","0","0","1.07528141",149.06744,-35.26841
4367,4367,687908.094977437169291,6089855.034500000067055,688196.770112032070756,6089605.034500000067055,"0","0","0","0","0",149.06870,-35.31797
4368,4368,687908.094977437169291,6089605.034500000067055,688196.770112032070756,6089355.034499999135733,"0","0","0","0","0",149.06876,-35.32022
4369,4369,687908.094977437169291,6089355.034499999135733,688196.770112032070756,6089105.034500000067055,"0","0","0","0","0",149.06882,-35.32247
4370,4370,687908.094977437169291,6089105.034500000067055,688196.770112032070756,6088855.034500000067055,"0","0","0","0","0",149.06887,-35.32473
4371,4371,687908.094977437169291,6088855.034500000067055,688196.770112032070756,6088605.034500000067055,"0","0","0","0","0",149.06893,-35.32698
4372,4372,687908.094977437169291,6088605.034500000067055,688196.770112032070756,6088355.034500000067055,"0","0","0","0","0",149.06899,-35.32923
4373,4373,687908.094977437169291,6088355.034500000067055,688196.770112032070756,6088105.034500000067055,"0","0","0","0","0",149.06905,-35.33148
4374,4374,687908.094977437169291,6088105.034500000067055,688196.770112032070756,6087855.034500000067055,"0","0","0","0","0",149.06910,-35.33374
4375,4375,687908.094977437169291,6087855.034500000067055,688196.770112032070756,6087605.034500000998378,"0.002381752","0","0","0","0.002381752",149.06916,-35.33599
4376,4376,687908.094977437169291,6087605.034500000998378,688196.770112032070756,6087355.034500000067055,"0","0","0","0","0",149.06922,-35.33824
4377,4377,687908.094977437169291,6087355.034500000067055,688196.770112032070756,6087105.034500000067055,"0","0","0","0","0",149.06928,-35.34050
4378,4378,687908.094977437169291,6087105.034500000067055,688196.770112032070756,6086855.034500000067055,"0","0","0","0","0",149.06933,-35.34275
4379,4379,687908.094977437169291,6086855.034500000067055,688196.770112032070756,6086605.034500000067055,"0","0","0","0","0",149.06939,-35.34500
4380,4380,687908.094977437169291,6086605.034500000067055,688196.770112032070756,6086355.034500000067055,"0","0","0","0","0",149.06945,-35.34725
4381,4381,687908.094977437169291,6086355.034500000067055,688196.770112032070756,6086105.034500000067055,"0","0","0","0","0",149.06951,-35.34951
4382,4382,687908.094977437169291,6086105.034500000067055,688196.770112032070756,6085855.034500000067055,"0","0.083289557","0","0","0.083289557",149.06956,-35.35176
4383,4383,687908.094977437169291,6085855.034500000067055,688196.770112032070756,6085605.034500000067055,"0","3.909599486","0","0","3.909599486",149.06962,-35.35401
4384,4384,687908.094977437169291,6085605.034500000067055,688196.770112032070756,6085355.034499999135733,"0","0.207637944","0","0","0.207637944",149.06968,-35.35626
4385,4385,687908.094977437169291,6085355.034499999135733,688196.770112032070756,6085105.034500000067055,"0","0","0","0","0",149.06974,-35.35852
4393,4393,687908.094977437169291,6083355.034500000067055,688196.770112032070756,6083105.034500000067055,"0.79541435","1.369465231","0","0","2.164879581",149.07020,-35.37654
4394,4394,687908.094977437169291,6083105.034500000067055,688196.770112032070756,6082855.034500000067055,"5.99614811","22.2549968","0","0","28.25114491",149.07025,-35.37879
4395,4395,687908.094977437169291,6082855.034500000067055,688196.770112032070756,6082605.034500000067055,"10.27096563","19.33160645","0","0","29.60257207",149.07031,-35.38105
4396,4396,687908.094977437169291,6082605.034500000067055,688196.770112032070756,6082355.034500000067055,"34.96902055","0.337686752","0","0","35.3067073",149.07037,-35.38330
4397,4397,687908.094977437169291,6082355.034500000067055,688196.770112032070756,6082105.034500000067055,"3.345906589","13.39084667","0","0","16.73675326",149.07043,-35.38555
4398,4398,687908.094977437169291,6082105.034500000067055,688196.770112032070756,6081855.034500000067055,"0.749240812","16.39713178","0","0","17.1463726",149.07048,-35.38780
4399,4399,687908.094977437169291,6081855.034500000067055,688196.770112032070756,6081605.034500000067055,"4.793132342","35.07453859","0","0","39.86767094",149.07054,-35.39006
4400,4400,687908.094977437169291,6081605.034500000067055,688196.770112032070756,6081355.034499999135733,"0","6.316473284","0","23.0113125","29.32778578",149.07060,-35.39231
4401,4401,687908.094977437169291,6081355.034499999135733,688196.770112032070756,6081105.034500000067055,"0","0","0","141.9781998","141.9781998",149.07066,-35.39456
4402,4402,687908.094977437169291,6081105.034500000067055,688196.770112032070756,6080855.034500000067055,"0","0","0","48.33341674","48.33341674",149.07071,-35.39681
4403,4403,687908.094977437169291,6080855.034500000067055,688196.770112032070756,6080605.034500000067055,"0","0","0","0","0",149.07077,-35.39907
4404,4404,687908.094977437169291,6080605.034500000067055,688196.770112032070756,6080355.034500000067055,"0","0","0","0","0",149.07083,-35.40132
4405,4405,687908.094977437169291,6080355.034500000067055,688196.770112032070756,6080105.034500000067055,"0","0","0","0","0",149.07089,-35.40357
4406,4406,687908.094977437169291,6080105.034500000067055,688196.770112032070756,6079855.034500000067055,"0","0","0","0","0",149.07095,-35.40583
4407,4407,687908.094977437169291,6079855.034500000067055,688196.770112032070756,6079605.034500000998378,"0","0","0.00272308","0","0.00272308",149.07100,-35.40808
4408,4408,687908.094977437169291,6079605.034500000998378,688196.770112032070756,6079355.034500000067055,"0","0","3.708228268","0","3.708228268",149.07106,-35.41033
4409,4409,687908.094977437169291,6079355.034500000067055,688196.770112032070756,6079105.034500000067055,"0","0","0","0","0",149.07112,-35.41258
4410,4410,687908.094977437169291,6079105.034500000067055,688196.770112032070756,6078855.034500000067055,"0","0","0","16.17421202","16.17421202",149.07118,-35.41484
4411,4411,687908.094977437169291,6078855.034500000067055,688196.770112032070756,6078605.034500000067055,"0","0","0","191.4754061","191.4754061",149.07123,-35.41709
4412,4412,687908.094977437169291,6078605.034500000067055,688196.770112032070756,6078355.034500000067055,"0","0","0","272.0946111","272.0946111",149.07129,-35.41934
4413,4413,687908.094977437169291,6078355.034500000067055,688196.770112032070756,6078105.034500000067055,"0","0","0","283.5958284","283.5958284",149.07135,-35.42159
4414,4414,687908.094977437169291,6078105.034500000067055,688196.770112032070756,6077855.034500000067055,"0","0","0","425.5906389","425.5906389",149.07141,-35.42385
4415,4415,687908.094977437169291,6077855.034500000067055,688196.770112032070756,6077605.034500000067055,"0","0","0","0","0",149.07146,-35.42610
4416,4416,687908.094977437169291,6077605.034500000067055,688196.770112032070756,6077355.034499999135733,"0","0","0","0","0",149.07152,-35.42835
4417,4417,687908.094977437169291,6077355.034499999135733,688196.770112032070756,6077105.034500000067055,"0","1.783576785","0","0","1.783576785",149.07158,-35.43061
4418,4418,687908.094977437169291,6077105.034500000067055,688196.770112032070756,6076855.034500000067055,"0","0","0","0","0",149.07164,-35.43286
4419,4419,687908.094977437169291,6076855.034500000067055,688196.770112032070756,6076605.034500000067055,"0","0","0","0","0",149.07169,-35.43511
4429,4429,687908.094977437169291,6074355.034500000067055,688196.770112032070756,6074105.034500000067055,"0","0","0","0","0",149.07227,-35.45764
4430,4430,687908.094977437169291,6074105.034500000067055,688196.770112032070756,6073855.034500000067055,"0","0","0","0","0",149.07233,-35.45989
4448,4448,688124.601328383199871,6106730.034500000067055,688413.276462977984920,6106480.034499999135733,"0","0","0","0","0",149.06722,-35.16586
4449,4449,688124.601328383199871,6106480.034499999135733,688413.276462977984920,6106230.034500000067055,"0","0","0","0","0",149.06727,-35.16812
4450,4450,688124.601328383199871,6106230.034500000067055,688413.276462977984920,6105980.034500000067055,"0","0","0","0","0",149.06733,-35.17037
4451,4451,688124.601328383199871,6105980.034500000067055,688413.276462977984920,6105730.034500000067055,"0","0","0","0","0",149.06739,-35.17262
4452,4452,688124.601328383199871,6105730.034500000067055,688413.276462977984920,6105480.034500000067055,"0","0","0","0","0",149.06745,-35.17487
4453,4453,688124.601328383199871,6105480.034500000067055,688413.276462977984920,6105230.034500000067055,"0","0","0","0","0",149.06750,-35.17713
4454,4454,688124.601328383199871,6105230.034500000067055,688413.276462977984920,6104980.034500000067055,"0","0","0","0","0",149.06756,-35.17938
4460,4460,688124.601328383199871,6103730.034500000067055,688413.276462977984920,6103480.034500000067055,"0.131870517","1.276540896","0","0","1.408411413",149.06790,-35.19290
4461,4461,688124.601328383199871,6103480.034500000067055,688413.276462977984920,6103230.034500000067055,"0.868129483","34.18917457","0","0","35.05730405",149.06796,-35.19515
4462,4462,688124.601328383199871,6103230.034500000067055,688413.276462977984920,6102980.034500000067055,"2.082493143","31.92142876","0","0","34.00392191",149.06802,-35.19740
4463,4463,688124.601328383199871,6102980.034500000067055,688413.276462977984920,6102730.034500000067055,"8.320414887","12.79512416","0","0.292437856","21.4079769",149.06807,-35.19966
4464,4464,688124.601328383199871,6102730.034500000067055,688413.276462977984920,6102480.034499999135733,"4","25.35331551","0","1.434285733","30.78760124",149.06813,-35.20191
4465,4465,688124.601328383199871,6102480.034499999135733,688413.276462977984920,6102230.034500000067055,"2.358701157","37.36976004","0","0","39.7284612",149.06819,-35.20416
4466,4466,688124.601328383199871,6102230.034500000067055,688413.276462977984920,6101980.034500000067055,"0.17587775","37.17650447","0","0","37.35238222",149.06825,-35.20641
4467,4467,688124.601328383199871,6101980.034500000067055,688413.276462977984920,6101730.034500000067055,"11.94473684","23.91741836","0","0","35.8621552",149.06830,-35.20867
4468,4468,688124.601328383199871,6101730.034500000067055,688413.276462977984920,6101480.034500000067055,"9.174987879","11.68898487","0","0","20.86397275",149.06836,-35.21092
4469,4469,688124.601328383199871,6101480.034500000067055,688413.276462977984920,6101230.034500000067055,"3.861554273","18.93857443","0","0","22.8001287",149.06842,-35.21317
4470,4470,688124.601328383199871,6101230.034500000067055,688413.276462977984920,6100980.034500000067055,"0.035417238","32.09766363","0","0","32.13308087",149.06847,-35.21543
4471,4471,688124.601328383199871,6100980.034500000067055,688413.276462977984920,6100730.034500000998378,"2.904706357","16.70226316","0","0","19.60696952",149.06853,-35.21768
4472,4472,688124.601328383199871,6100730.034500000998378,688413.276462977984920,6100480.034500000067055,"0","1.12148123","0","0","1.12148123",149.06859,-35.21993
4473,4473,688124.601328383199871,6100480.034500000067055,688413.276462977984920,6100230.034500000067055,"0","0","0","0","0",149.06865,-35.22218
4474,4474,688124.601328383199871,6100230.034500000067055,688413.276462977984920,6099980.034500000067055,"0","0","0","0","0",149.06870,-35.22444
4475,4475,688124.601328383199871,6099980.034500000067055,688413.276462977984920,6099730.034500000067055,"0","0","0","0","0",149.06876,-35.22669
4476,4476,688124.601328383199871,6099730.034500000067055,688413.276462977984920,6099480.034500000067055,"0","0","0","0","0",149.06882,-35.22894
4477,4477,688124.601328383199871,6099480.034500000067055,688413.276462977984920,6099230.034500000067055,"0","0","0","0","0",149.06887,-35.23119
4478,4478,688124.601328383199871,6099230.034500000067055,688413.276462977984920,6098980.034500000067055,"0","0","0","0","0",149.06893,-35.23345
4479,4479,688124.601328383199871,6098980.034500000067055,688413.276462977984920,6098730.034500000067055,"0","0","0","0","0",149.06899,-35.23570
4480,4480,688124.601328383199871,6098730.034500000067055,688413.276462977984920,6098480.034499999135733,"0","0","0","4.84522565","4.84522565",149.06905,-35.23795
4481,4481,688124.601328383199871,6098480.034499999135733,688413.276462977984920,6098230.034500000067055,#N/A,#N/A,#N/A,#N/A,#N/A,149.06910,-35.24021
4482,4482,688124.601328383199871,6098230.034500000067055,688413.276462977984920,6097980.034500000067055,"0","0","0","66.23890007","66.23890007",149.06916,-35.24246
4483,4483,688124.601328383199871,6097980.034500000067055,688413.276462977984920,6097730.034500000067055,"1","0","0","0","1",149.06922,-35.24471
4484,4484,688124.601328383199871,6097730.034500000067055,688413.276462977984920,6097480.034500000067055,"0","0","0","0","0",149.06928,-35.24696
4485,4485,688124.601328383199871,6097480.034500000067055,688413.276462977984920,6097230.034500000067055,"0","0","0","0","0",149.06933,-35.24922
4486,4486,688124.601328383199871,6097230.034500000067055,688413.276462977984920,6096980.034500000067055,"0","0","0","91.60210499","91.60210499",149.06939,-35.25147
4487,4487,688124.601328383199871,6096980.034500000067055,688413.276462977984920,6096730.034500000998378,"0","0","0","75.08277137","75.08277137",149.06945,-35.25372
4488,4488,688124.601328383199871,6096730.034500000998378,688413.276462977984920,6096480.034500000067055,"0","0","0","0","0",149.06950,-35.25598
4489,4489,688124.601328383199871,6096480.034500000067055,688413.276462977984920,6096230.034500000067055,"0","0","0","0","0",149.06956,-35.25823
4490,4490,688124.601328383199871,6096230.034500000067055,688413.276462977984920,6095980.034500000067055,"0.845777105","4.146588162","0","0","4.992365267",149.06962,-35.26048
4491,4491,688124.601328383199871,6095980.034500000067055,688413.276462977984920,6095730.034500000067055,"1","10.67635021","0","0","11.67635021",149.06968,-35.26273
4492,4492,688124.601328383199871,6095730.034500000067055,688413.276462977984920,6095480.034500000067055,"3.495464516","16.29456046","0","0","19.79002497",149.06973,-35.26499
4493,4493,688124.601328383199871,6095480.034500000067055,688413.276462977984920,6095230.034500000067055,"1.5169806","0","0","0","1.5169806",149.06979,-35.26724
4515,4515,688124.601328383199871,6089980.034500000067055,688413.276462977984920,6089730.034500000067055,"0.359739135","1.488701551","0","0","1.848440686",149.07105,-35.31680
4516,4516,688124.601328383199871,6089730.034500000067055,688413.276462977984920,6089480.034500000067055,"11.97607506","6.944784321","0","0","18.92085938",149.07111,-35.31905
4517,4517,688124.601328383199871,6089480.034500000067055,688413.276462977984920,6089230.034500000067055,"5.494687883","15.91747276","0","0","21.41216064",149.07117,-35.32131
4518,4518,688124.601328383199871,6089230.034500000067055,688413.276462977984920,6088980.034500000067055,"3.407537396","29.20819457","0","0","32.61573197",149.07123,-35.32356
4519,4519,688124.601328383199871,6088980.034500000067055,688413.276462977984920,6088730.034500000998378,"5.970736381","12.49987061","0","0","18.47060699",149.07128,-35.32581
4520,4520,688124.601328383199871,6088730.034500000998378,688413.276462977984920,6088480.034500000067055,"1.127038339","9.061466882","0","0","10.18850522",149.07134,-35.32806
4521,4521,688124.601328383199871,6088480.034500000067055,688413.276462977984920,6088230.034500000067055,"3.62157609","5.917446131","0","0","9.539022221",149.07140,-35.33032
4522,4522,688124.601328383199871,6088230.034500000067055,688413.276462977984920,6087980.034500000067055,"0","0","0","0","0",149.07146,-35.33257
4523,4523,688124.601328383199871,6087980.034500000067055,688413.276462977984920,6087730.034500000067055,"6.897734261","12.02382689","0","0","18.92156115",149.07151,-35.33482
4524,4524,688124.601328383199871,6087730.034500000067055,688413.276462977984920,6087480.034500000067055,"9.099883987","11.53911875","0","0","20.63900274",149.07157,-35.33708
4525,4525,688124.601328383199871,6087480.034500000067055,688413.276462977984920,6087230.034500000067055,"6.617415963","4.02454064","0","0","10.6419566",149.07163,-35.33933
4526,4526,688124.601328383199871,6087230.034500000067055,688413.276462977984920,6086980.034500000067055,"2.256702793","0.32723092","0","0","2.583933713",149.07169,-35.34158
4527,4527,688124.601328383199871,6086980.034500000067055,688413.276462977984920,6086730.034500000067055,"4.711756855","4.446172502","0","0","9.157929358",149.07174,-35.34383
4528,4528,688124.601328383199871,6086730.034500000067055,688413.276462977984920,6086480.034499999135733,"4.700170611","17.79401874","0","0","22.49418935",149.07180,-35.34609
4529,4529,688124.601328383199871,6086480.034499999135733,688413.276462977984920,6086230.034500000067055,"1.005736873","6.936052926","0","0","7.941789799",149.07186,-35.34834
4530,4530,688124.601328383199871,6086230.034500000067055,688413.276462977984920,6085980.034500000067055,"1.168257947","6.004735244","0","0","7.172993191",149.07192,-35.35059
4531,4531,688124.601328383199871,6085980.034500000067055,688413.276462977984920,6085730.034500000067055,"0","0","0","0","0",149.07197,-35.35284
4532,4532,688124.601328383199871,6085730.034500000067055,688413.276462977984920,6085480.034500000067055,"1.465888267","4.429003707","0","0","5.894891974",149.07203,-35.35510
4533,4533,688124.601328383199871,6085480.034500000067055,688413.276462977984920,6085230.034500000067055,"4.396871119","12.47120105","0","0","16.86807217",149.07209,-35.35735
4534,4534,688124.601328383199871,6085230.034500000067055,688413.276462977984920,6084980.034500000067055,"2.386106541","7.491280956","0","0","9.877387497",149.07215,-35.35960
4542,4542,688124.601328383199871,6083230.034500000067055,688413.276462977984920,6082980.034500000067055,,,,,,149.07261,-35.37763
4543,4543,688124.601328383199871,6082980.034500000067055,688413.276462977984920,6082730.034500000067055,"2.580184139","28.76959923","0","0","31.34978337",149.07266,-35.37988
4544,4544,688124.601328383199871,6082730.034500000067055,688413.276462977984920,6082480.034499999135733,"27.16842132","11.62913443","0","0","38.79755575",149.07272,-35.38213
4545,4545,688124.601328383199871,6082480.034499999135733,688413.276462977984920,6082230.034500000067055,"34.45045937","0","0","17.50373657","51.95419595",149.07278,-35.38438
4546,4546,688124.601328383199871,6082230.034500000067055,688413.276462977984920,6081980.034500000067055,"2.982477807","15.66535265","0","0","18.64783046",149.07284,-35.38664
4547,4547,688124.601328383199871,6081980.034500000067055,688413.276462977984920,6081730.034500000067055,"1","34.36562543","0","0","35.36562543",149.07290,-35.38889
4548,4548,688124.601328383199871,6081730.034500000067055,688413.276462977984920,6081480.034500000067055,"6.017180404","14.24390415","0","0","20.26108455",149.07295,-35.39114
4549,4549,688124.601328383199871,6081480.034500000067055,688413.276462977984920,6081230.034500000067055,"5","13.24243057","0","0","18.24243057",149.07301,-35.39339
4550,4550,688124.601328383199871,6081230.034500000067055,688413.276462977984920,6080980.034500000067055,"0","1.354263572","0","0","1.354263572",149.07307,-35.39565
4551,4551,688124.601328383199871,6080980.034500000067055,688413.276462977984920,6080730.034500000998378,"0.961840077","0.991778074","0","0","1.953618151",149.07313,-35.39790
4552,4552,688124.601328383199871,6080730.034500000998378,688413.276462977984920,6080480.034500000067055,"0","0","0","0","0",149.07318,-35.40015
4553,4553,688124.601328383199871,6080480.034500000067055,688413.276462977984920,6080230.034500000067055,"0","0","0","0","0",149.07324,-35.40241
4554,4554,688124.601328383199871,6080230.034500000067055,688413.276462977984920,6079980.034500000067055,"0","0","0","0","0",149.07330,-35.40466
4555,4555,688124.601328383199871,6079980.034500000067055,688413.276462977984920,6079730.034500000067055,"2.146869376","3.289414167","19.43245172","0","24.86873527",149.07336,-35.40691
4556,4556,688124.601328383199871,6079730.034500000067055,688413.276462977984920,6079480.034500000067055,"1.705775018","9.636421208","7.680176033","0","19.02237226",149.07341,-35.40916
4557,4557,688124.601328383199871,6079480.034500000067055,688413.276462977984920,6079230.034500000067055,"0.294224983","13.27676201","0","0","13.570987",149.07347,-35.41142
4558,4558,688124.601328383199871,6079230.034500000067055,688413.276462977984920,6078980.034500000067055,"2","4.43987182","0","0","6.43987182",149.07353,-35.41367
4559,4559,688124.601328383199871,6078980.034500000067055,688413.276462977984920,6078730.034500000067055,"0","0","0","0","0",149.07359,-35.41592
4560,4560,688124.601328383199871,6078730.034500000067055,688413.276462977984920,6078480.034499999135733,"0","0","62.8128628","0","62.8128628",149.07365,-35.41817
4561,4561,688124.601328383199871,6078480.034499999135733,688413.276462977984920,6078230.034500000067055,"0","0","2.707905257","10.6424425","13.35034776",149.07370,-35.42043
4562,4562,688124.601328383199871,6078230.034500000067055,688413.276462977984920,6077980.034500000067055,"0","0","0","344.3805949","344.3805949",149.07376,-35.42268
4563,4563,688124.601328383199871,6077980.034500000067055,688413.276462977984920,6077730.034500000067055,"0","0","16.86589176","101.4753896","118.3412813",149.07382,-35.42493
4564,4564,688124.601328383199871,6077730.034500000067055,688413.276462977984920,6077480.034500000067055,"0","0","0","0","0",149.07388,-35.42719
4565,4565,688124.601328383199871,6077480.034500000067055,688413.276462977984920,6077230.034500000067055,"0","7.210488122","0","0","7.210488122",149.07393,-35.42944
4566,4566,688124.601328383199871,6077230.034500000067055,688413.276462977984920,6076980.034500000067055,"5.81286327","30.77316376","0","0","36.58602703",149.07399,-35.43169
4567,4567,688124.601328383199871,6076980.034500000067055,688413.276462977984920,6076730.034500000998378,"0","0","0","0","0",149.07405,-35.43394
4568,4568,688124.601328383199871,6076730.034500000998378,688413.276462977984920,6076480.034500000067055,"0","0","0","0","0",149.07411,-35.43620
4569,4569,688124.601328383199871,6076480.034500000067055,688413.276462977984920,6076230.034500000067055,"0","0","0","0","0",149.07417,-35.43845
4570,4570,688124.601328383199871,6076230.034500000067055,688413.276462977984920,6075980.034500000067055,"0","0","0","0","0",149.07422,-35.44070
4577,4577,688124.601328383199871,6074480.034499999135733,688413.276462977984920,6074230.034500000067055,"0","0","0","0","0",149.07463,-35.45647
4578,4578,688124.601328383199871,6074230.034500000067055,688413.276462977984920,6073980.034500000067055,"0","0","0","0","0",149.07469,-35.45872
4579,4579,688124.601328383199871,6073980.034500000067055,688413.276462977984920,6073730.034500000067055,"0","0","0","0","0",149.07474,-35.46098
4580,4580,688124.601328383199871,6073730.034500000067055,688413.276462977984920,6073480.034500000067055,"1.092617586","0","0","0","1.092617586",149.07480,-35.46323
