fid,id,left,top,right,bottom,J_Attached,J_Secondar,J_Medium d,J_Apartmen,J_Total_Ne,Long,Lat
9348,9348,695269.310909604770131,6102605.034500000067055,695557.986044199788012,6102355.034500000067055,"22.78679386","0","0","0","22.78679386",149.14660,-35.20167
9349,9349,695269.310909604770131,6102355.034500000067055,695557.986044199788012,6102105.034500000067055,"0","0","0","0","0",149.14666,-35.20392
9350,9350,695269.310909604770131,6102105.034500000067055,695557.986044199788012,6101855.034500000067055,"0","0","0","0","0",149.14672,-35.20617
9351,9351,695269.310909604770131,6101855.034500000067055,695557.986044199788012,6101605.034500000067055,"0","0","0","0","0",149.14677,-35.20843
9352,9352,695269.310909604770131,6101605.034500000067055,695557.986044199788012,6101355.034499999135733,"0","0","0","0","0",149.14683,-35.21068
9353,9353,695269.310909604770131,6101355.034499999135733,695557.986044199788012,6101105.034500000067055,"0","0","0","0","0",149.14689,-35.21293
9354,9354,695269.310909604770131,6101105.034500000067055,695557.986044199788012,6100855.034500000067055,"0","0","0","0","0",149.14695,-35.21519
9359,9359,695269.310909604770131,6099855.034500000067055,695557.986044199788012,6099605.034500000998378,"0","0","0","0","0",149.14725,-35.22645
9360,9360,695269.310909604770131,6099605.034500000998378,695557.986044199788012,6099355.034500000067055,"0","0","0","0","0",149.14731,-35.22870
9361,9361,695269.310909604770131,6099355.034500000067055,695557.986044199788012,6099105.034500000067055,"0","0","0","0","0",149.14737,-35.23095
9362,9362,695269.310909604770131,6099105.034500000067055,695557.986044199788012,6098855.034500000067055,"1","3.848690447","0","0","4.848690447",149.14743,-35.23321
9363,9363,695269.310909604770131,6098855.034500000067055,695557.986044199788012,6098605.034500000067055,"0.032000058","24.12548904","0","0","24.1574891",149.14749,-35.23546
9364,9364,695269.310909604770131,6098605.034500000067055,695557.986044199788012,6098355.034500000067055,"0.000905949","20.33483172","0","0","20.33573767",149.14755,-35.23771
9365,9365,695269.310909604770131,6098355.034500000067055,695557.986044199788012,6098105.034500000067055,"1","18.32414712","0","0","19.32414712",149.14761,-35.23996
9366,9366,695269.310909604770131,6098105.034500000067055,695557.986044199788012,6097855.034500000067055,"0","21.99927958","0","0","21.99927958",149.14767,-35.24222
9367,9367,695269.310909604770131,6097855.034500000067055,695557.986044199788012,6097605.034500000067055,"7.074260712","16.26233322","0","0","23.33659394",149.14772,-35.24447
9368,9368,695269.310909604770131,6097605.034500000067055,695557.986044199788012,6097355.034499999135733,"0.795678895","35.63180335","0","0","36.42748225",149.14778,-35.24672
9369,9369,695269.310909604770131,6097355.034499999135733,695557.986044199788012,6097105.034500000067055,"0.806583816","2.98761277","0","0","3.794196586",149.14784,-35.24898
9370,9370,695269.310909604770131,6097105.034500000067055,695557.986044199788012,6096855.034500000067055,"0","2.420179956","0","0","2.420179956",149.14790,-35.25123
9371,9371,695269.310909604770131,6096855.034500000067055,695557.986044199788012,6096605.034500000067055,"0","6.211613058","0","0","6.211613058",149.14796,-35.25348
9372,9372,695269.310909604770131,6096605.034500000067055,695557.986044199788012,6096355.034500000067055,"1","19.09734552","0","0","20.09734552",149.14802,-35.25573
9373,9373,695269.310909604770131,6096355.034500000067055,695557.986044199788012,6096105.034500000067055,"2.496098197","15.57848572","0","0","18.07458392",149.14808,-35.25799
9374,9374,695269.310909604770131,6096105.034500000067055,695557.986044199788012,6095855.034500000067055,"0.50272361","12.97883996","0","0","13.48156357",149.14814,-35.26024
9375,9375,695269.310909604770131,6095855.034500000067055,695557.986044199788012,6095605.034500000998378,"1.521707976","10.2484479","0","0","11.77015588",149.14820,-35.26249
9376,9376,695269.310909604770131,6095605.034500000998378,695557.986044199788012,6095355.034500000067055,"3.309588785","21.56114984","0","0","24.87073863",149.14826,-35.26474
9377,9377,695269.310909604770131,6095355.034500000067055,695557.986044199788012,6095105.034500000067055,"0.441996681","15.43441526","0","0","15.87641194",149.14832,-35.26700
9378,9378,695269.310909604770131,6095105.034500000067055,695557.986044199788012,6094855.034500000067055,"0","27.2414285","0","0","27.2414285",149.14838,-35.26925
9379,9379,695269.310909604770131,6094855.034500000067055,695557.986044199788012,6094605.034500000067055,"2.86480513","28.13767762","0","0","31.00248275",149.14844,-35.27150
9380,9380,695269.310909604770131,6094605.034500000067055,695557.986044199788012,6094355.034500000067055,"1.283475954","10.62457135","0","0","11.9080473",149.14850,-35.27376
9381,9381,695269.310909604770131,6094355.034500000067055,695557.986044199788012,6094105.034500000067055,"0","0","0","0","0",149.14856,-35.27601
9382,9382,695269.310909604770131,6094105.034500000067055,695557.986044199788012,6093855.034500000067055,"0","0","0","0","0",149.14862,-35.27826
9383,9383,695269.310909604770131,6093855.034500000067055,695557.986044199788012,6093605.034500000067055,"0","0","0","0","0",149.14868,-35.28051
9384,9384,695269.310909604770131,6093605.034500000067055,695557.986044199788012,6093355.034499999135733,"0","0","0","0","0",149.14874,-35.28277
9385,9385,695269.310909604770131,6093355.034499999135733,695557.986044199788012,6093105.034500000067055,"5","23.06138536","0","0","28.06138536",149.14880,-35.28502
9386,9386,695269.310909604770131,6093105.034500000067055,695557.986044199788012,6092855.034500000067055,"2.325743577","11.56354457","0","0","13.88928815",149.14886,-35.28727
9387,9387,695269.310909604770131,6092855.034500000067055,695557.986044199788012,6092605.034500000067055,"10.70149084","15.56411552","0","0","26.26560636",149.14891,-35.28952
9388,9388,695269.310909604770131,6092605.034500000067055,695557.986044199788012,6092355.034500000067055,"1.960546688","18.27150228","0","0","20.23204897",149.14897,-35.29178
9389,9389,695269.310909604770131,6092355.034500000067055,695557.986044199788012,6092105.034500000067055,"0.644827377","0.003595181","0","0","0.648422557",149.14903,-35.29403
9390,9390,695269.310909604770131,6092105.034500000067055,695557.986044199788012,6091855.034500000067055,"0","0","0","0","0",149.14909,-35.29628
9391,9391,695269.310909604770131,6091855.034500000067055,695557.986044199788012,6091605.034500000998378,"0","0","0","0","0",149.14915,-35.29853
9392,9392,695269.310909604770131,6091605.034500000998378,695557.986044199788012,6091355.034500000067055,"0","0","0","0","0",149.14921,-35.30079
9393,9393,695269.310909604770131,6091355.034500000067055,695557.986044199788012,6091105.034500000067055,"0","0","0","0","0",149.14927,-35.30304
9394,9394,695269.310909604770131,6091105.034500000067055,695557.986044199788012,6090855.034500000067055,"0","0","0","0","0",149.14933,-35.30529
9395,9395,695269.310909604770131,6090855.034500000067055,695557.986044199788012,6090605.034500000067055,"0","0","0","0","0",149.14939,-35.30755
9396,9396,695269.310909604770131,6090605.034500000067055,695557.986044199788012,6090355.034500000067055,"0","0","0","0","0",149.14945,-35.30980
9397,9397,695269.310909604770131,6090355.034500000067055,695557.986044199788012,6090105.034500000067055,"0","0","0","14.00281222","14.00281222",149.14951,-35.31205
9398,9398,695269.310909604770131,6090105.034500000067055,695557.986044199788012,6089855.034500000067055,"0","0","0","1215.958872","1215.958872",149.14957,-35.31430
9399,9399,695269.310909604770131,6089855.034500000067055,695557.986044199788012,6089605.034500000067055,#N/A,#N/A,#N/A,#N/A,#N/A,149.14963,-35.31656
9400,9400,695269.310909604770131,6089605.034500000067055,695557.986044199788012,6089355.034499999135733,"0","0","0","0","0",149.14969,-35.31881
9401,9401,695269.310909604770131,6089355.034499999135733,695557.986044199788012,6089105.034500000067055,"0","0","0","3.798756923","3.798756923",149.14975,-35.32106
9402,9402,695269.310909604770131,6089105.034500000067055,695557.986044199788012,6088855.034500000067055,"0","0","0","162.1720535","162.1720535",149.14981,-35.32331
9403,9403,695269.310909604770131,6088855.034500000067055,695557.986044199788012,6088605.034500000067055,"0","8.609670049","0","0","8.609670049",149.14987,-35.32557
9404,9404,695269.310909604770131,6088605.034500000067055,695557.986044199788012,6088355.034500000067055,"0.880238326","15.89953741","0","0","16.77977573",149.14993,-35.32782
9405,9405,695269.310909604770131,6088355.034500000067055,695557.986044199788012,6088105.034500000067055,"2.058246749","14.55918107","0","0","16.61742781",149.14999,-35.33007
9406,9406,695269.310909604770131,6088105.034500000067055,695557.986044199788012,6087855.034500000067055,"0","9.001557665","0","0","9.001557665",149.15005,-35.33232
9407,9407,695269.310909604770131,6087855.034500000067055,695557.986044199788012,6087605.034500000998378,"1.213083901","13.1328156","0","0","14.3458995",149.15011,-35.33458
9408,9408,695269.310909604770131,6087605.034500000998378,695557.986044199788012,6087355.034500000067055,"0.798673817","14.96882024","0","0","15.76749406",149.15017,-35.33683
9409,9409,695269.310909604770131,6087355.034500000067055,695557.986044199788012,6087105.034500000067055,"0.006162364","0","0","0","0.006162364",149.15023,-35.33908
9410,9410,695269.310909604770131,6087105.034500000067055,695557.986044199788012,6086855.034500000067055,"0","0","0","0","0",149.15029,-35.34133
9411,9411,695269.310909604770131,6086855.034500000067055,695557.986044199788012,6086605.034500000067055,"0.35428508","0","0","0","0.35428508",149.15035,-35.34359
9433,9433,695269.310909604770131,6081355.034499999135733,695557.986044199788012,6081105.034500000067055,"0","0","0","0","0",149.15166,-35.39315
9434,9434,695269.310909604770131,6081105.034500000067055,695557.986044199788012,6080855.034500000067055,"0","0","0","0","0",149.15172,-35.39540
9435,9435,695269.310909604770131,6080855.034500000067055,695557.986044199788012,6080605.034500000067055,"0","0","0","0","0",149.15178,-35.39765
9436,9436,695269.310909604770131,6080605.034500000067055,695557.986044199788012,6080355.034500000067055,"0","0","0","0","0",149.15184,-35.39990
9437,9437,695269.310909604770131,6080355.034500000067055,695557.986044199788012,6080105.034500000067055,"0","0","0","0","0",149.15190,-35.40216
9438,9438,695269.310909604770131,6080105.034500000067055,695557.986044199788012,6079855.034500000067055,"0","0","0","0","0",149.15196,-35.40441
9439,9439,695269.310909604770131,6079855.034500000067055,695557.986044199788012,6079605.034500000998378,"0","0","0","0","0",149.15202,-35.40666
9440,9440,695269.310909604770131,6079605.034500000998378,695557.986044199788012,6079355.034500000067055,"0","0","0","0","0",149.15208,-35.40891
9441,9441,695269.310909604770131,6079355.034500000067055,695557.986044199788012,6079105.034500000067055,"0","0","0","0","0",149.15214,-35.41117
9473,9473,695485.817260551033542,6108480.034500000067055,695774.492395145935006,6108230.034500000067055,"0","0","0","0","0",149.14758,-35.14869
9474,9474,695485.817260551033542,6108230.034500000067055,695774.492395145935006,6107980.034500000067055,"0","0","0","0","0",149.14764,-35.15094
9475,9475,695485.817260551033542,6107980.034500000067055,695774.492395145935006,6107730.034500000067055,"0","0","0","0","0",149.14770,-35.15319
9476,9476,695485.817260551033542,6107730.034500000067055,695774.492395145935006,6107480.034500000067055,"0","0","0","0","0",149.14776,-35.15545
9477,9477,695485.817260551033542,6107480.034500000067055,695774.492395145935006,6107230.034500000067055,"0","0","0","0","0",149.14782,-35.15770
9478,9478,695485.817260551033542,6107230.034500000067055,695774.492395145935006,6106980.034500000067055,"0","0","0","0","0",149.14788,-35.15995
9479,9479,695485.817260551033542,6106980.034500000067055,695774.492395145935006,6106730.034500000067055,"0","0","0","0","0",149.14794,-35.16220
9480,9480,695485.817260551033542,6106730.034500000067055,695774.492395145935006,6106480.034499999135733,"0","0","0","0","0",149.14800,-35.16446
9481,9481,695485.817260551033542,6106480.034499999135733,695774.492395145935006,6106230.034500000067055,"0","0","0","0","0",149.14805,-35.16671
9482,9482,695485.817260551033542,6106230.034500000067055,695774.492395145935006,6105980.034500000067055,"0","0","0","0","0",149.14811,-35.16896
9483,9483,695485.817260551033542,6105980.034500000067055,695774.492395145935006,6105730.034500000067055,"0","0","0","0","0",149.14817,-35.17122
9484,9484,695485.817260551033542,6105730.034500000067055,695774.492395145935006,6105480.034500000067055,"0","0","0","0","0",149.14823,-35.17347
9485,9485,695485.817260551033542,6105480.034500000067055,695774.492395145935006,6105230.034500000067055,"0","0","0","0","0",149.14829,-35.17572
9487,9487,695485.817260551033542,6104980.034500000067055,695774.492395145935006,6104730.034500000998378,"0","0","0","0","0",149.14841,-35.18023
9488,9488,695485.817260551033542,6104730.034500000998378,695774.492395145935006,6104480.034500000067055,"0","0","0","0","0",149.14847,-35.18248
9489,9489,695485.817260551033542,6104480.034500000067055,695774.492395145935006,6104230.034500000067055,"0","0","0","176.2408288","176.2408288",149.14853,-35.18473
9490,9490,695485.817260551033542,6104230.034500000067055,695774.492395145935006,6103980.034500000067055,"0","0","0","0","0",149.14859,-35.18698
9491,9491,695485.817260551033542,6103980.034500000067055,695774.492395145935006,6103730.034500000067055,"17.15455554","0","3.762787447","0","20.91734299",149.14865,-35.18924
9492,9492,695485.817260551033542,6103730.034500000067055,695774.492395145935006,6103480.034500000067055,"46.15732336","0","0","0","46.15732336",149.14871,-35.19149
9493,9493,695485.817260551033542,6103480.034500000067055,695774.492395145935006,6103230.034500000067055,"20.96088331","0","0","0","20.96088331",149.14877,-35.19374
9494,9494,695485.817260551033542,6103230.034500000067055,695774.492395145935006,6102980.034500000067055,"0","0","0","0","0",149.14883,-35.19600
9495,9495,695485.817260551033542,6102980.034500000067055,695774.492395145935006,6102730.034500000067055,"0","0","0","39.78717187","39.78717187",149.14888,-35.19825
9496,9496,695485.817260551033542,6102730.034500000067055,695774.492395145935006,6102480.034499999135733,"0","0","0","0","0",149.14894,-35.20050
9497,9497,695485.817260551033542,6102480.034499999135733,695774.492395145935006,6102230.034500000067055,"2.733202308","0","0","0","2.733202308",149.14900,-35.20275
9498,9498,695485.817260551033542,6102230.034500000067055,695774.492395145935006,6101980.034500000067055,"6.985533936","0","0","0","6.985533936",149.14906,-35.20501
9499,9499,695485.817260551033542,6101980.034500000067055,695774.492395145935006,6101730.034500000067055,"6.17563374","0","0","0","6.17563374",149.14912,-35.20726
9500,9500,695485.817260551033542,6101730.034500000067055,695774.492395145935006,6101480.034500000067055,"0","0","0","0","0",149.14918,-35.20951
9509,9509,695485.817260551033542,6099480.034500000067055,695774.492395145935006,6099230.034500000067055,"0","0","0","0","0",149.14972,-35.22979
9510,9510,695485.817260551033542,6099230.034500000067055,695774.492395145935006,6098980.034500000067055,"1","3.895601836","0","0","4.895601836",149.14978,-35.23204
9511,9511,695485.817260551033542,6098980.034500000067055,695774.492395145935006,6098730.034500000067055,"1.924645683","22.74653681","0","0","24.67118249",149.14984,-35.23429
9512,9512,695485.817260551033542,6098730.034500000067055,695774.492395145935006,6098480.034499999135733,"0.869949146","10.67712044","0","0","11.54706959",149.14989,-35.23654
9513,9513,695485.817260551033542,6098480.034499999135733,695774.492395145935006,6098230.034500000067055,"14.59446967","5","0","0","19.59446967",149.14995,-35.23880
9514,9514,695485.817260551033542,6098230.034500000067055,695774.492395145935006,6097980.034500000067055,"0.416291199","3.555584426","0","0","3.971875625",149.15001,-35.24105
9515,9515,695485.817260551033542,6097980.034500000067055,695774.492395145935006,6097730.034500000067055,"4","27.56181089","0","0","31.56181089",149.15007,-35.24330
9516,9516,695485.817260551033542,6097730.034500000067055,695774.492395145935006,6097480.034500000067055,"0.090951312","24.75126078","0","0","24.8422121",149.15013,-35.24555
9517,9517,695485.817260551033542,6097480.034500000067055,695774.492395145935006,6097230.034500000067055,"0","16.23722192","0","0","16.23722192",149.15019,-35.24781
9518,9518,695485.817260551033542,6097230.034500000067055,695774.492395145935006,6096980.034500000067055,"0","3.694845565","0","0","3.694845565",149.15025,-35.25006
9519,9519,695485.817260551033542,6096980.034500000067055,695774.492395145935006,6096730.034500000998378,"0.026603865","12.29538315","0","0","12.32198701",149.15031,-35.25231
9520,9520,695485.817260551033542,6096730.034500000998378,695774.492395145935006,6096480.034500000067055,"0","11.72635343","0","0","11.72635343",149.15037,-35.25457
9521,9521,695485.817260551033542,6096480.034500000067055,695774.492395145935006,6096230.034500000067055,"5","17.9393463","0","0","22.9393463",149.15043,-35.25682
9522,9522,695485.817260551033542,6096230.034500000067055,695774.492395145935006,6095980.034500000067055,"1.015291808","26.83141427","0","0","27.84670608",149.15049,-35.25907
9523,9523,695485.817260551033542,6095980.034500000067055,695774.492395145935006,6095730.034500000067055,"2.984708192","22.56475203","0","0","25.54946022",149.15055,-35.26132
9524,9524,695485.817260551033542,6095730.034500000067055,695774.492395145935006,6095480.034500000067055,"0.935015571","3.700545736","0","0","4.635561307",149.15061,-35.26358
9525,9525,695485.817260551033542,6095480.034500000067055,695774.492395145935006,6095230.034500000067055,"0","0","0","0","0",149.15067,-35.26583
9526,9526,695485.817260551033542,6095230.034500000067055,695774.492395145935006,6094980.034500000067055,"0","0","0","0","0",149.15073,-35.26808
9527,9527,695485.817260551033542,6094980.034500000067055,695774.492395145935006,6094730.034500000067055,"0.278536438","1.502472309","0","0","1.781008748",149.15079,-35.27033
9528,9528,695485.817260551033542,6094730.034500000067055,695774.492395145935006,6094480.034499999135733,"0.857979311","0.841252828","0","0","1.699232139",149.15085,-35.27259
9529,9529,695485.817260551033542,6094480.034499999135733,695774.492395145935006,6094230.034500000067055,"0","0","0","0","0",149.15091,-35.27484
9530,9530,695485.817260551033542,6094230.034500000067055,695774.492395145935006,6093980.034500000067055,"0","0","0","0","0",149.15097,-35.27709
9531,9531,695485.817260551033542,6093980.034500000067055,695774.492395145935006,6093730.034500000067055,"0","0","0","0","0",149.15103,-35.27934
9532,9532,695485.817260551033542,6093730.034500000067055,695774.492395145935006,6093480.034500000067055,"0","0","0","0","0",149.15109,-35.28160
9533,9533,695485.817260551033542,6093480.034500000067055,695774.492395145935006,6093230.034500000067055,"0","11.86575268","0","0","11.86575268",149.15115,-35.28385
9534,9534,695485.817260551033542,6093230.034500000067055,695774.492395145935006,6092980.034500000067055,"0","12.33755801","0","0","12.33755801",149.15120,-35.28610
9535,9535,695485.817260551033542,6092980.034500000067055,695774.492395145935006,6092730.034500000998378,"16.02821103","6.692365096","0","0","22.72057612",149.15126,-35.28836
9536,9536,695485.817260551033542,6092730.034500000998378,695774.492395145935006,6092480.034500000067055,"25.8305303","4.283729861","0","0","30.11426016",149.15132,-35.29061
9537,9537,695485.817260551033542,6092480.034500000067055,695774.492395145935006,6092230.034500000067055,"7.210910153","16.31745037","0","0","23.52836052",149.15138,-35.29286
9538,9538,695485.817260551033542,6092230.034500000067055,695774.492395145935006,6091980.034500000067055,"0","0","0","0","0",149.15144,-35.29511
9539,9539,695485.817260551033542,6091980.034500000067055,695774.492395145935006,6091730.034500000067055,"0","0","0","0","0",149.15150,-35.29737
9540,9540,695485.817260551033542,6091730.034500000067055,695774.492395145935006,6091480.034500000067055,"0","0","0","0","0",149.15156,-35.29962
9541,9541,695485.817260551033542,6091480.034500000067055,695774.492395145935006,6091230.034500000067055,"0","0","0","0","0",149.15162,-35.30187
9542,9542,695485.817260551033542,6091230.034500000067055,695774.492395145935006,6090980.034500000067055,"0","0","0","0","0",149.15168,-35.30412
9543,9543,695485.817260551033542,6090980.034500000067055,695774.492395145935006,6090730.034500000067055,"0","0","0","0","0",149.15174,-35.30638
9544,9544,695485.817260551033542,6090730.034500000067055,695774.492395145935006,6090480.034499999135733,"0","0","0","0","0",149.15180,-35.30863
9545,9545,695485.817260551033542,6090480.034499999135733,695774.492395145935006,6090230.034500000067055,"0","0","0","0","0",149.15186,-35.31088
9546,9546,695485.817260551033542,6090230.034500000067055,695774.492395145935006,6089980.034500000067055,"0","0","0","0","0",149.15192,-35.31313
9547,9547,695485.817260551033542,6089980.034500000067055,695774.492395145935006,6089730.034500000067055,"23.33452798","0","0","0","23.33452798",149.15198,-35.31539
9548,9548,695485.817260551033542,6089730.034500000067055,695774.492395145935006,6089480.034500000067055,"0.189509502","0","0","0","0.189509502",149.15204,-35.31764
9549,9549,695485.817260551033542,6089480.034500000067055,695774.492395145935006,6089230.034500000067055,"0","0","0","0","0",149.15210,-35.31989
9550,9550,695485.817260551033542,6089230.034500000067055,695774.492395145935006,6088980.034500000067055,"0","0","0","20.91452795","20.91452795",149.15216,-35.32214
9551,9551,695485.817260551033542,6088980.034500000067055,695774.492395145935006,6088730.034500000998378,"0","1.405659878","0","7.73469484","9.140354719",149.15222,-35.32440
9552,9552,695485.817260551033542,6088730.034500000998378,695774.492395145935006,6088480.034500000067055,"0.555782789","5.696600174","0","0","6.252382963",149.15228,-35.32665
9553,9553,695485.817260551033542,6088480.034500000067055,695774.492395145935006,6088230.034500000067055,"0","4","0","0","4",149.15234,-35.32890
9554,9554,695485.817260551033542,6088230.034500000067055,695774.492395145935006,6087980.034500000067055,"13.38202041","0","0","0","13.38202041",149.15240,-35.33116
9555,9555,695485.817260551033542,6087980.034500000067055,695774.492395145935006,6087730.034500000067055,"25.04429078","0","0","0.302226165","25.34651694",149.15246,-35.33341
9556,9556,695485.817260551033542,6087730.034500000067055,695774.492395145935006,6087480.034500000067055,"12.45516533","17.21685325","0","0","29.67201858",149.15252,-35.33566
9557,9557,695485.817260551033542,6087480.034500000067055,695774.492395145935006,6087230.034500000067055,"0","0","0","0","0",149.15258,-35.33791
9558,9558,695485.817260551033542,6087230.034500000067055,695774.492395145935006,6086980.034500000067055,"0","0","0","0","0",149.15264,-35.34017
9559,9559,695485.817260551033542,6086980.034500000067055,695774.492395145935006,6086730.034500000067055,"0.256358789","0","0","0","0.256358789",149.15270,-35.34242
9560,9560,695485.817260551033542,6086730.034500000067055,695774.492395145935006,6086480.034499999135733,"0","0","0","0","0",149.15276,-35.34467
9580,9580,695485.817260551033542,6081730.034500000067055,695774.492395145935006,6081480.034500000067055,"0","0","0","0","0",149.15395,-35.38972
9581,9581,695485.817260551033542,6081480.034500000067055,695774.492395145935006,6081230.034500000067055,"0","0","0","0","0",149.15401,-35.39198
9582,9582,695485.817260551033542,6081230.034500000067055,695774.492395145935006,6080980.034500000067055,"0","0","0","0","0",149.15407,-35.39423
9583,9583,695485.817260551033542,6080980.034500000067055,695774.492395145935006,6080730.034500000998378,"0","0","0","0","0",149.15413,-35.39648
9584,9584,695485.817260551033542,6080730.034500000998378,695774.492395145935006,6080480.034500000067055,"0","0","0","0","0",149.15419,-35.39873
9585,9585,695485.817260551033542,6080480.034500000067055,695774.492395145935006,6080230.034500000067055,"0","0","0","0","0",149.15425,-35.40099
9586,9586,695485.817260551033542,6080230.034500000067055,695774.492395145935006,6079980.034500000067055,"0","0","0","0","0",149.15431,-35.40324
9587,9587,695485.817260551033542,6079980.034500000067055,695774.492395145935006,6079730.034500000067055,"0","0","0","0","0",149.15437,-35.40549
9588,9588,695485.817260551033542,6079730.034500000067055,695774.492395145935006,6079480.034500000067055,"0","0","0","0","0",149.15443,-35.40774
9589,9589,695485.817260551033542,6079480.034500000067055,695774.492395145935006,6079230.034500000067055,"0","0","0","0","0",149.15449,-35.41000
9621,9621,695702.323611496947706,6108355.034500000067055,695990.998746091965586,6108105.034500000067055,"0","0","0","0","0",149.14999,-35.14977
9622,9622,695702.323611496947706,6108105.034500000067055,695990.998746091965586,6107855.034500000067055,"0","0","0","0","0",149.15004,-35.15203
9623,9623,695702.323611496947706,6107855.034500000067055,695990.998746091965586,6107605.034500000998378,"0","0","0","0","0",149.15010,-35.15428
9624,9624,695702.323611496947706,6107605.034500000998378,695990.998746091965586,6107355.034500000067055,"0","0","0","0","0",149.15016,-35.15653
9625,9625,695702.323611496947706,6107355.034500000067055,695990.998746091965586,6107105.034500000067055,"0","0","0","0","0",149.15022,-35.15878
9626,9626,695702.323611496947706,6107105.034500000067055,695990.998746091965586,6106855.034500000067055,"0","0","0","0","0",149.15028,-35.16104
9627,9627,695702.323611496947706,6106855.034500000067055,695990.998746091965586,6106605.034500000067055,"0","0","0","0","0",149.15034,-35.16329
9629,9629,695702.323611496947706,6106355.034500000067055,695990.998746091965586,6106105.034500000067055,"0","0","0","0","0",149.15046,-35.16779
9630,9630,695702.323611496947706,6106105.034500000067055,695990.998746091965586,6105855.034500000067055,"0","0","0","0","0",149.15052,-35.17005
9631,9631,695702.323611496947706,6105855.034500000067055,695990.998746091965586,6105605.034500000067055,"0","0","0","0","0",149.15058,-35.17230
9632,9632,695702.323611496947706,6105605.034500000067055,695990.998746091965586,6105355.034499999135733,"0","0","0","0","0",149.15064,-35.17455
9635,9635,695702.323611496947706,6104855.034500000067055,695990.998746091965586,6104605.034500000067055,"0","0","0","0","0",149.15082,-35.18131
9636,9636,695702.323611496947706,6104605.034500000067055,695990.998746091965586,6104355.034500000067055,"85.18010423","0","0","0","85.18010423",149.15088,-35.18356
9637,9637,695702.323611496947706,6104355.034500000067055,695990.998746091965586,6104105.034500000067055,"0.369394177","0","0","11.65625125","12.02564542",149.15093,-35.18582
9638,9638,695702.323611496947706,6104105.034500000067055,695990.998746091965586,6103855.034500000067055,"0.773402266","0","0","0","0.773402266",149.15099,-35.18807
9639,9639,695702.323611496947706,6103855.034500000067055,695990.998746091965586,6103605.034500000998378,"4.410442476","0","4.609406888","0","9.019849364",149.15105,-35.19032
9640,9640,695702.323611496947706,6103605.034500000998378,695990.998746091965586,6103355.034500000067055,"0.108974568","0","0","0","0.108974568",149.15111,-35.19257
9641,9641,695702.323611496947706,6103355.034500000067055,695990.998746091965586,6103105.034500000067055,"0","0","0","0","0",149.15117,-35.19483
9642,9642,695702.323611496947706,6103105.034500000067055,695990.998746091965586,6102855.034500000067055,"0","0","0","0","0",149.15123,-35.19708
9643,9643,695702.323611496947706,6102855.034500000067055,695990.998746091965586,6102605.034500000067055,"0","0","0","0","0",149.15129,-35.19933
9644,9644,695702.323611496947706,6102605.034500000067055,695990.998746091965586,6102355.034500000067055,"8.352572755","0","0","0","8.352572755",149.15135,-35.20158
9645,9645,695702.323611496947706,6102355.034500000067055,695990.998746091965586,6102105.034500000067055,"12.86474512","0","0","0","12.86474512",149.15141,-35.20384
9646,9646,695702.323611496947706,6102105.034500000067055,695990.998746091965586,6101855.034500000067055,"16.68973211","0","0","0","16.68973211",149.15147,-35.20609
9647,9647,695702.323611496947706,6101855.034500000067055,695990.998746091965586,6101605.034500000067055,"0.50636104","0","0","0","0.50636104",149.15153,-35.20834
9656,9656,695702.323611496947706,6099605.034500000998378,695990.998746091965586,6099355.034500000067055,"0","0","0","0","0",149.15206,-35.22862
9657,9657,695702.323611496947706,6099355.034500000067055,695990.998746091965586,6099105.034500000067055,"0","3.849933776","0","0","3.849933776",149.15212,-35.23087
9658,9658,695702.323611496947706,6099105.034500000067055,695990.998746091965586,6098855.034500000067055,"0","16.2170949","0","0","16.2170949",149.15218,-35.23312
9659,9659,695702.323611496947706,6098855.034500000067055,695990.998746091965586,6098605.034500000067055,"0.075354317","17.34295362","0","0","17.41830794",149.15224,-35.23538
9660,9660,695702.323611496947706,6098605.034500000067055,695990.998746091965586,6098355.034500000067055,"13.53558118","0.28684434","0","0","13.82242552",149.15230,-35.23763
9661,9661,695702.323611496947706,6098355.034500000067055,695990.998746091965586,6098105.034500000067055,"6.866286147","0","0","23.78258006","30.6488662",149.15236,-35.23988
9662,9662,695702.323611496947706,6098105.034500000067055,695990.998746091965586,6097855.034500000067055,"8.8725756","13.52654824","0","0","22.39912384",149.15242,-35.24213
9663,9663,695702.323611496947706,6097855.034500000067055,695990.998746091965586,6097605.034500000067055,"2.155706689","23.10036705","0","0","25.25607374",149.15248,-35.24439
9664,9664,695702.323611496947706,6097605.034500000067055,695990.998746091965586,6097355.034499999135733,"1.753341999","16.25103429","0","0","18.00437629",149.15254,-35.24664
9665,9665,695702.323611496947706,6097355.034499999135733,695990.998746091965586,6097105.034500000067055,"0","0","0","0","0",149.15260,-35.24889
9666,9666,695702.323611496947706,6097105.034500000067055,695990.998746091965586,6096855.034500000067055,"1.371611208","13.69848411","0","0","15.07009532",149.15266,-35.25114
9667,9667,695702.323611496947706,6096855.034500000067055,695990.998746091965586,6096605.034500000067055,"0","3.412716363","0","0","3.412716363",149.15272,-35.25340
9668,9668,695702.323611496947706,6096605.034500000067055,695990.998746091965586,6096355.034500000067055,"0","20.27214079","0","0","20.27214079",149.15278,-35.25565
9669,9669,695702.323611496947706,6096355.034500000067055,695990.998746091965586,6096105.034500000067055,"0.024464956","32.42698455","0","0","32.45144951",149.15284,-35.25790
